claim_ref,policy_no,loss_date,report_date,status,peril_code,region,paid_gbp,outstanding_gbp,incurred_gbp
BRD-2025M11-015877,POL-1690695,2025-01-13,2025-01-27,Closed,TPPD,London,9448.60,0.00,9448.60
BRD-2025M11-015878,POL-3051430,2025-03-06,2025-03-22,Open,AD,South,4859.01,2663.77,7522.78
BRD-2025M11-015879,POL-8245583,2025-01-26,2025-01-27,Closed,AD,London,26039.46,0.00,26039.46
BRD-2025M11-015880,POL-8289707,2025-05-25,2025-06-08,Open,TH,South,238.83,247.34,486.17
BRD-2025M11-015881,POL-2239512,2025-08-08,2025-08-24,ClosedWithoutPayment,TH,South,0.00,0.00,0.00
BRD-2025M11-015882,POL-6382327,2025-09-14,2025-09-21,Closed,FI,Midlands,1693.53,0.00,1693.53
BRD-2025M11-015883,POL-9009749,2025-10-15,2025-10-24,Open,TH,Scotland,226.39,1031.38,1257.77
BRD-2025M11-015884,POL-8516286,2025-09-23,2025-09-27,Closed,TH,London,262.82,0.00,262.82
BRD-2025M11-015885,POL-9248786,2024-12-18,2025-01-08,Closed,TPBI,London,3490.31,0.00,3490.31
BRD-2025M11-015886,POL-3103714,2024-07-01,2024-07-16,Reopened,AD,Scotland,328.23,1951.05,2279.28
BRD-2025M11-015887,POL-2429127,2025-02-28,2025-03-02,Closed,TPPD,Scotland,1584.32,0.00,1584.32
BRD-2025M11-015888,POL-3361307,2025-10-25,2025-11-07,Open,TPPD,Midlands,349.16,5526.93,5876.09
BRD-2025M11-015889,POL-4622593,2025-10-04,2025-10-13,Open,AD,North,147.58,154.91,302.49
BRD-2025M11-015890,POL-4142217,2025-09-22,2025-10-10,Closed,AD,South,-1524.81,0.00,-1524.81
BRD-2025M11-015891,POL-8162235,2025-05-05,2025-05-21,Open,TPPD,Midlands,1322.31,1317.87,2640.18
BRD-2025M11-015892,POL-3910330,2025-07-08,2025-07-10,Closed,WS,North,5000.60,0.00,5000.60
BRD-2025M11-015893,POL-1213424,2025-07-06,2025-07-16,Open,AD,Midlands,62.92,502.01,564.93
BRD-2025M11-015894,POL-5631515,2024-11-28,2024-12-02,Open,WS,South,316.91,692.50,1009.41
BRD-2025M11-015895,POL-1667118,2025-09-05,2025-10-28,ClosedWithoutPayment,WS,Scotland,0.00,0.00,0.00
BRD-2025M11-015896,POL-2155455,2025-06-18,2025-07-30,Closed,TPPD,South,1100.62,0.00,1100.62
BRD-2025M11-015897,POL-3786634,2024-12-01,2024-12-16,Closed,WS,North,1703.58,0.00,1703.58
BRD-2025M11-015898,POL-2125449,2024-09-06,2024-09-08,Closed,TPPD,Midlands,894.65,0.00,894.65
BRD-2025M11-015899,POL-6826899,2025-10-10,2025-10-26,Closed,WS,South,1300.85,0.00,1300.85
BRD-2025M11-015900,POL-1445970,2025-07-30,2025-08-13,Open,AD,Scotland,76.64,1587.36,1664.00
BRD-2025M11-015901,POL-2111441,2025-07-10,2025-07-24,Open,TPBI,North,737.70,786.99,1524.69
BRD-2025M11-015902,POL-1267535,2025-08-24,2025-09-03,Closed,TH,Scotland,791.91,0.00,791.91
BRD-2025M11-015903,POL-6573412,2025-09-22,2025-10-06,Closed,AD,South,7409.63,0.00,7409.63
BRD-2025M11-015904,POL-8177932,2025-04-09,2025-05-24,Open,TPBI,South,1869.27,1750.08,3619.35
BRD-2025M11-015905,POL-9107921,2025-09-16,2025-09-19,Closed,TPPD,London,1789.44,0.00,1789.44
BRD-2025M11-015906,POL-7115395,2025-05-05,2025-05-10,Closed,AD,South,146.06,0.00,146.06
BRD-2025M11-015907,POL-2323998,2025-02-24,2025-03-04,Closed,FI,Scotland,5221.22,0.00,5221.22
BRD-2025M11-015908,POL-1281121,2025-07-31,2025-08-09,Closed,TPPD,North,4262.54,0.00,4262.54
BRD-2025M11-015909,POL-5319968,2024-12-06,2024-12-16,Reopened,TH,Midlands,106.41,409.91,516.32
BRD-2025M11-015910,POL-9044427,2025-10-15,2025-10-18,Closed,WS,North,448.72,0.00,448.72
BRD-2025M11-015911,POL-7525769,2024-10-20,2024-11-22,Closed,AD,North,1585.66,0.00,1585.66
BRD-2025M11-015912,POL-5583127,2025-10-02,2025-10-21,Closed,TPPD,London,1114.50,0.00,1114.50
BRD-2025M11-015913,POL-4626005,2024-12-22,2024-12-28,Open,WS,South,317.81,907.18,1224.99
BRD-2025M11-015914,POL-2107560,2025-09-27,2025-10-18,Closed,TPBI,London,9301.17,0.00,9301.17
BRD-2025M11-015915,POL-3950191,2025-10-10,2025-10-15,Closed,AD,North,7977.50,0.00,7977.50
BRD-2025M11-015916,POL-2705850,2024-12-29,2025-02-09,ClosedWithoutPayment,AD,North,0.00,0.00,0.00
BRD-2025M11-015917,POL-4182835,2025-08-06,2025-08-17,Open,AD,Midlands,1234.85,884.96,2119.81
BRD-2025M11-015918,POL-9092969,2025-10-15,2025-10-16,Closed,WS,South,435.81,0.00,435.81
BRD-2025M11-015919,POL-3040347,2025-11-15,2025-11-17,ClosedWithoutPayment,TH,London,0.00,0.00,0.00
BRD-2025M11-015920,POL-4661284,2025-09-13,2025-09-19,Closed,TH,London,579.39,0.00,579.39
BRD-2025M11-015921,POL-3452140,2025-06-21,2025-06-22,Open,TPPD,North,55.13,204.00,259.13
BRD-2025M11-015922,POL-6622247,2025-02-17,2025-02-24,Open,WS,North,217.60,181.16,398.76
BRD-2025M11-015923,POL-6036328,2025-09-07,2025-09-14,Open,AD,South,2387.15,3052.52,5439.67
BRD-2025M11-015924,POL-5116008,2025-05-31,2025-05-31,Closed,WS,North,2991.42,0.00,2991.42
BRD-2025M11-015925,POL-1386571,2024-10-09,2024-10-11,Closed,AD,South,1949.79,0.00,1949.79
BRD-2025M11-015926,POL-6315334,2025-06-17,2025-06-17,Closed,AD,Scotland,761.54,0.00,761.54
BRD-2025M11-015927,POL-9780792,2025-10-26,2025-11-10,Closed,AD,Midlands,1928.91,0.00,1928.91
BRD-2025M11-015928,POL-9967632,2024-07-09,2024-07-09,Open,AD,Scotland,368.93,11915.44,12284.37
BRD-2025M11-015929,POL-5733467,2025-10-13,2025-10-25,Closed,TPPD,London,547.91,0.00,547.91
BRD-2025M11-015930,POL-9924003,2024-04-20,2024-05-10,Open,TH,London,-59.60,0.00,-59.60
BRD-2025M11-015931,POL-9434751,2025-07-18,2025-08-13,Closed,TPPD,South,2518.71,0.00,2518.71
BRD-2025M11-015932,POL-4432305,2025-02-22,2025-03-01,Closed,AD,London,1990.36,0.00,1990.36
BRD-2025M11-015933,POL-4293033,2025-11-24,2025-11-26,Open,TH,North,2801.22,1215.63,4016.85
BRD-2025M11-015934,POL-1093977,2025-10-25,2025-10-27,Closed,TH,London,959.56,0.00,959.56
BRD-2025M11-015935,POL-5581458,2025-11-06,2025-11-28,Open,AD,Scotland,10895.89,7045.32,17941.21
BRD-2025M11-015936,POL-2574729,2025-10-28,2025-11-11,Closed,TPPD,Scotland,2569.71,0.00,2569.71
BRD-2025M11-015937,POL-4540537,2025-02-04,2025-02-11,Closed,TH,South,941.57,0.00,941.57
BRD-2025M11-015938,POL-5832395,2025-11-11,2025-11-28,Closed,TH,Midlands,2876.18,0.00,2876.18
BRD-2025M11-015939,POL-5423292,2024-10-02,2024-10-13,Open,TPPD,North,65.45,4966.93,5032.38
BRD-2025M11-015940,POL-8209954,2025-04-09,2025-04-11,Closed,TPPD,South,2160.42,0.00,2160.42
BRD-2025M11-015941,POL-7131354,2025-04-01,2025-04-08,Closed,TPPD,Midlands,436.04,0.00,436.04
BRD-2025M11-015942,POL-4781279,2024-10-25,2024-10-25,Reopened,WS,South,134.51,353.24,487.75
BRD-2025M11-015943,POL-2545040,2025-09-12,2025-09-15,Closed,WS,Midlands,867.19,0.00,867.19
BRD-2025M11-015944,POL-1500991,2025-02-11,2025-02-21,Reopened,WS,Midlands,1487.21,1533.10,3020.31
BRD-2025M11-015945,POL-8675949,2025-09-30,2025-10-15,Reopened,AD,South,9011.43,6018.87,15030.30
BRD-2025M11-015946,POL-9695634,2025-02-18,2025-04-01,Closed,AD,London,-68.26,0.00,-68.26
BRD-2025M11-015947,POL-7955212,2025-06-19,2025-06-30,Open,TPPD,North,1484.89,1399.34,2884.23
BRD-2025M11-015948,POL-1705186,2024-07-15,2024-07-18,Closed,TPPD,London,869.37,0.00,869.37
BRD-2025M11-015949,POL-6416576,2025-03-25,2025-04-21,Open,AD,London,705.51,965.92,1671.43
BRD-2025M11-015950,POL-4986656,2025-03-06,2025-03-12,Reopened,AD,Midlands,63.34,619.19,682.53
BRD-2025M11-015951,POL-1062406,2025-10-13,2025-10-19,ClosedWithoutPayment,AD,North,0.00,0.00,0.00
BRD-2025M11-015952,POL-8732602,2024-08-01,2024-08-17,ClosedWithoutPayment,TPPD,London,0.00,0.00,0.00
BRD-2025M11-015953,POL-5436119,2024-11-25,2024-12-06,Closed,TH,South,4028.55,0.00,4028.55
BRD-2025M11-015954,POL-6103392,2025-04-22,2025-04-22,Closed,TPBI,London,4353.44,0.00,4353.44
BRD-2025M11-015955,POL-6125784,2025-09-04,2025-09-14,Closed,TPBI,South,4292.23,0.00,4292.23
BRD-2025M11-015956,POL-6765022,2025-11-28,2025-11-30,Open,AD,Midlands,2124.73,946.92,3071.65
BRD-2025M11-015957,POL-4016848,2025-01-08,2025-01-27,Closed,AD,South,413.03,0.00,413.03
BRD-2025M11-015958,POL-7422333,2025-08-06,2025-08-06,Reopened,WS,North,1358.19,4808.48,6166.67
BRD-2025M11-015959,POL-7096978,2025-07-17,2025-08-23,Closed,AD,Midlands,2045.93,0.00,2045.93
BRD-2025M11-015960,POL-6952776,2025-02-17,2025-02-27,Closed,TPPD,South,1063.46,0.00,1063.46
BRD-2025M11-015961,POL-9646627,2025-01-01,2025-01-11,Closed,TPPD,South,3305.65,0.00,3305.65
BRD-2025M11-015962,POL-9924027,2025-10-24,2025-10-24,Closed,AD,Midlands,2074.94,0.00,2074.94
BRD-2025M11-015963,POL-2188865,2025-11-12,2025-11-30,Closed,FI,London,508.05,0.00,508.05
BRD-2025M11-015964,POL-3999123,2025-04-06,2025-04-10,Closed,AD,South,1814.01,0.00,1814.01
BRD-2025M11-015965,POL-8837816,2025-08-03,2025-08-24,Open,TPBI,London,2620.27,1736.07,4356.34
BRD-2025M11-015966,POL-1950693,2025-04-29,2025-05-28,ClosedWithoutPayment,WS,London,0.00,0.00,0.00
BRD-2025M11-015967,POL-3465878,2025-08-08,2025-08-21,ClosedWithoutPayment,WS,London,0.00,0.00,0.00
BRD-2025M11-015968,POL-8082774,2025-10-01,2025-10-07,Closed,AD,Midlands,926.45,0.00,926.45
BRD-2025M11-015969,POL-7213059,2025-06-20,2025-07-17,Closed,TPPD,Scotland,739.71,0.00,739.71
BRD-2025M11-015970,POL-3074670,2025-11-04,2025-11-06,Open,AD,London,804.82,1897.45,2702.27
BRD-2025M11-015971,POL-5905744,2025-11-22,2025-11-30,Closed,AD,London,4857.52,0.00,4857.52
BRD-2025M11-015972,POL-6031703,2025-07-10,2025-07-21,Closed,TPPD,South,16742.23,0.00,16742.23
BRD-2025M11-015973,POL-7812961,2024-09-29,2024-10-01,Closed,FI,South,227.65,0.00,227.65
BRD-2025M11-015974,POL-8185071,2025-07-09,2025-07-19,ClosedWithoutPayment,AD,South,0.00,0.00,0.00
BRD-2025M11-015975,POL-5843767,2025-09-18,2025-09-28,Closed,TH,South,160.54,0.00,160.54
BRD-2025M11-015976,POL-4945799,2025-07-19,2025-07-23,Open,TH,South,233.19,260.20,493.39
BRD-2025M11-015977,POL-4707974,2025-05-09,2025-05-30,Closed,AD,Midlands,4046.74,0.00,4046.74
BRD-2025M11-015978,POL-3269612,2025-03-23,2025-04-02,Closed,TH,London,19327.50,0.00,19327.50
BRD-2025M11-015979,POL-1332414,2025-05-23,2025-06-08,Open,TPBI,South,674.65,1182.60,1857.25
BRD-2025M11-015980,POL-1007820,2025-11-17,2025-11-30,Closed,TPPD,South,184.36,0.00,184.36
BRD-2025M11-015981,POL-1446461,2024-07-01,2024-09-04,ClosedWithoutPayment,TPPD,London,0.00,0.00,0.00
BRD-2025M11-015982,POL-6544720,2025-05-08,2025-05-31,Closed,TPPD,North,1736.77,0.00,1736.77
BRD-2025M11-015983,POL-8792467,2024-11-12,2024-11-17,Closed,TPBI,South,1408.14,0.00,1408.14
BRD-2025M11-015984,POL-3336802,2025-02-23,2025-02-23,Closed,AD,North,3218.11,0.00,3218.11
BRD-2025M11-015985,POL-4725878,2025-10-17,2025-11-02,Closed,TPPD,North,2765.51,0.00,2765.51
BRD-2025M11-015986,POL-1128603,2025-02-04,2025-02-13,Closed,FI,Midlands,2435.22,0.00,2435.22
BRD-2025M11-015987,POL-2676629,2025-07-28,2025-08-03,Open,AD,South,1482.31,811.73,2294.04
BRD-2025M11-015988,POL-1493693,2025-05-26,2025-05-30,Closed,AD,North,1946.85,0.00,1946.85
BRD-2025M11-015989,POL-5554474,2025-11-03,2025-11-12,Closed,TPPD,Scotland,1748.47,0.00,1748.47
BRD-2025M11-015990,POL-7133009,2025-06-15,2025-09-01,Open,WS,London,496.85,1055.33,1552.18
BRD-2025M11-015991,POL-8110561,2025-09-14,2025-09-14,Closed,TPPD,London,4670.02,0.00,4670.02
BRD-2025M11-015992,POL-7736933,2024-12-06,2024-12-07,Closed,TPPD,Scotland,820.66,0.00,820.66
BRD-2025M11-015993,POL-9742688,2025-09-25,2025-09-25,Open,WS,London,16.97,249.39,266.36
BRD-2025M11-015994,POL-8930166,2025-07-18,2025-07-21,Closed,AD,Midlands,1742.41,0.00,1742.41
BRD-2025M11-015995,POL-2862685,2025-04-16,2025-05-15,Closed,TH,London,628.39,0.00,628.39
BRD-2025M11-015996,POL-3367740,2025-11-13,2025-11-26,Open,WS,South,4338.43,4456.47,8794.90
BRD-2025M11-015997,POL-2625948,2025-08-16,2025-08-20,Closed,TPPD,London,1231.27,0.00,1231.27
BRD-2025M11-015998,POL-1354188,2025-09-02,2025-09-29,Closed,TPPD,Midlands,5033.00,0.00,5033.00
BRD-2025M11-015999,POL-8112130,2025-10-18,2025-10-28,Open,AD,South,1347.48,2155.84,3503.32
BRD-2025M11-016000,POL-5236981,2025-09-15,2025-09-26,Closed,AD,North,194.19,0.00,194.19
BRD-2025M11-016001,POL-3699247,2024-11-25,2024-12-07,Closed,AD,Midlands,681.44,0.00,681.44
BRD-2025M11-016002,POL-2899172,2025-06-21,2025-06-27,Open,TH,South,2305.99,2798.19,5104.18
BRD-2025M11-016003,POL-8864936,2025-09-28,2025-10-26,Open,AD,Scotland,1035.18,3661.11,4696.29
BRD-2025M11-016004,POL-8859103,2025-06-06,2025-06-09,Closed,AD,Scotland,677.17,0.00,677.17
BRD-2025M11-016005,POL-4975372,2025-08-03,2025-08-14,Closed,TH,London,4404.65,0.00,4404.65
BRD-2025M11-016006,POL-7580784,2024-12-13,2024-12-19,Closed,AD,North,12116.72,0.00,12116.72
BRD-2025M11-016007,POL-6601982,2024-09-01,2024-09-04,Open,TPBI,Scotland,-185.01,0.00,-185.01
BRD-2025M11-016008,POL-9322947,2025-03-30,2025-03-30,Closed,WS,North,1812.77,0.00,1812.77
BRD-2025M11-016009,POL-8158902,2024-09-08,2024-09-19,Open,AD,London,977.53,1417.14,2394.67
BRD-2025M11-016010,POL-8626992,2025-08-10,2025-08-20,Open,FI,London,114.46,1882.06,1996.52
BRD-2025M11-016011,POL-3119690,2025-06-07,2025-06-20,Open,FI,North,1970.77,5098.50,7069.27
BRD-2025M11-016012,POL-6892988,2025-01-15,2025-02-22,Open,TPPD,North,607.11,329.39,936.50
BRD-2025M11-016013,POL-9026281,2025-03-11,2025-03-27,Closed,TH,Midlands,415.13,0.00,415.13
BRD-2025M11-016014,POL-7932047,2025-09-27,2025-09-27,Closed,TPPD,Midlands,396.37,0.00,396.37
BRD-2025M11-016015,POL-8809489,2025-01-31,2025-02-04,Open,AD,Midlands,140.21,866.72,1006.93
BRD-2025M11-016016,POL-6696370,2025-03-12,2025-04-15,Closed,AD,North,6420.20,0.00,6420.20
BRD-2025M11-016017,POL-7081164,2025-11-04,2025-11-16,Closed,TPPD,South,965.55,0.00,965.55
BRD-2025M11-016018,POL-9026454,2025-07-11,2025-07-16,Closed,AD,North,9591.35,0.00,9591.35
BRD-2025M11-016019,POL-2734059,2025-06-25,2025-07-05,Closed,TPBI,Scotland,12925.43,0.00,12925.43
BRD-2025M11-016020,POL-9354535,2024-07-26,2024-08-06,Reopened,WS,London,74.50,137.73,212.23
BRD-2025M11-016021,POL-4457633,2025-03-05,2025-03-08,ClosedWithoutPayment,TH,North,0.00,0.00,0.00
BRD-2025M11-016022,POL-6453154,2025-11-05,2025-11-17,Open,WS,South,1070.30,4848.82,5919.12
BRD-2025M11-016023,POL-5877217,2024-11-23,2024-11-26,Closed,TPPD,Midlands,4856.31,0.00,4856.31
BRD-2025M11-016024,POL-7762179,2025-03-13,2025-03-22,Closed,TPBI,South,5385.92,0.00,5385.92
BRD-2025M11-016025,POL-9179347,2025-01-22,2025-01-23,Open,TPPD,Midlands,54.40,912.68,967.08
BRD-2025M11-016026,POL-7660360,2025-03-31,2025-04-06,Closed,TPPD,Midlands,1288.18,0.00,1288.18
BRD-2025M11-016027,POL-8352183,2025-06-02,2025-06-06,Closed,AD,South,3276.18,0.00,3276.18
BRD-2025M11-016028,POL-9165670,2025-05-21,2025-06-07,Closed,TPPD,Midlands,10138.13,0.00,10138.13
BRD-2025M11-016029,POL-7390007,2025-11-10,2025-11-30,Open,TPPD,South,681.84,349.86,1031.70
BRD-2025M11-016030,POL-1914293,2025-09-07,2025-09-10,Closed,AD,South,9338.01,0.00,9338.01
BRD-2025M11-016031,POL-9050512,2025-09-03,2025-09-06,Closed,TPBI,Midlands,1186.25,0.00,1186.25
BRD-2025M11-016032,POL-7946231,2025-02-12,2025-02-16,Closed,AD,Scotland,2252.73,0.00,2252.73
BRD-2025M11-016033,POL-2583903,2024-09-10,2024-09-14,Open,WS,London,2946.84,4672.24,7619.08
BRD-2025M11-016034,POL-4488467,2025-11-19,2025-11-24,Closed,TH,Scotland,1265.47,0.00,1265.47
BRD-2025M11-016035,POL-1981885,2025-11-27,2025-11-30,Open,TPPD,Midlands,4401.81,8811.63,13213.44
BRD-2025M11-016036,POL-9876591,2025-09-13,2025-11-04,Open,TH,South,1759.68,1836.82,3596.50
BRD-2025M11-016037,POL-9032743,2025-07-12,2025-07-27,Closed,FI,Midlands,2206.98,0.00,2206.98
BRD-2025M11-016038,POL-4919059,2025-03-26,2025-04-09,Open,TPPD,London,92.80,941.43,1034.23
BRD-2025M11-016039,POL-2842714,2025-05-13,2025-05-20,Closed,TPPD,London,598.36,0.00,598.36
BRD-2025M11-016040,POL-9485068,2025-05-07,2025-05-10,Closed,AD,North,600.16,0.00,600.16
BRD-2025M11-016041,POL-7665950,2025-09-13,2025-09-17,Closed,TPPD,Scotland,324.77,0.00,324.77
BRD-2025M11-016042,POL-9089715,2025-09-21,2025-10-20,Open,AD,London,498.78,261.39,760.17
BRD-2025M11-016043,POL-4220249,2025-08-02,2025-08-11,Open,FI,South,96.07,152.22,248.29
BRD-2025M11-016044,POL-8995639,2025-08-14,2025-08-20,Open,AD,Midlands,197.26,864.18,1061.44
BRD-2025M11-016045,POL-9491430,2025-05-26,2025-06-01,Closed,AD,South,2504.07,0.00,2504.07
BRD-2025M11-016046,POL-5376648,2024-10-07,2024-10-10,Open,TPPD,North,54.63,1525.54,1580.17
BRD-2025M11-016047,POL-3794307,2024-06-20,2024-08-01,Reopened,TPPD,South,168.27,240.28,408.55
BRD-2025M11-016048,POL-5827390,2025-02-07,2025-02-11,Reopened,TPBI,North,272.33,986.54,1258.87
BRD-2025M11-016049,POL-7472295,2025-08-12,2025-09-02,Closed,FI,South,281.09,0.00,281.09
BRD-2025M11-016050,POL-5201702,2024-11-18,2024-11-18,Closed,TPBI,London,4986.21,0.00,4986.21
BRD-2025M11-016051,POL-8436899,2025-07-29,2025-08-23,Open,TPPD,London,449.51,452.57,902.08
BRD-2025M11-016052,POL-1816314,2025-11-12,2025-11-28,Open,WS,Scotland,101.49,902.77,1004.26
BRD-2025M11-016053,POL-4011967,2025-05-23,2025-05-23,Closed,WS,Midlands,10375.79,0.00,10375.79
BRD-2025M11-016054,POL-5704865,2025-06-14,2025-07-02,Open,AD,South,270.80,561.38,832.18
BRD-2025M11-016055,POL-6028259,2025-11-07,2025-11-21,Open,TPBI,North,972.23,1375.17,2347.40
BRD-2025M11-016056,POL-5985116,2024-11-02,2024-11-10,Closed,TH,North,2767.18,0.00,2767.18
BRD-2025M11-016057,POL-8347122,2025-08-17,2025-08-26,Closed,TPBI,Midlands,1451.48,0.00,1451.48
BRD-2025M11-016058,POL-1474759,2025-10-22,2025-10-25,Closed,TPPD,Midlands,1966.27,0.00,1966.27
BRD-2025M11-016059,POL-5979575,2025-08-12,2025-08-14,Closed,FI,South,1402.94,0.00,1402.94
BRD-2025M11-016060,POL-3930951,2025-06-07,2025-06-18,Open,TH,London,759.38,656.65,1416.03
BRD-2025M11-016061,POL-5835725,2025-10-07,2025-10-11,Closed,FI,North,3102.05,0.00,3102.05
BRD-2025M11-016062,POL-8171001,2025-10-17,2025-11-09,Closed,TPPD,Scotland,4228.18,0.00,4228.18
BRD-2025M11-016063,POL-6553195,2025-06-14,2025-06-25,ClosedWithoutPayment,TH,Midlands,0.00,0.00,0.00
BRD-2025M11-016064,POL-7140641,2025-10-07,2025-10-26,Open,AD,London,122.56,183.51,306.07
BRD-2025M11-016065,POL-8743201,2024-07-04,2024-07-21,Closed,TPBI,London,1014.11,0.00,1014.11
BRD-2025M11-016066,POL-9381466,2025-03-23,2025-04-02,Closed,AD,North,6088.95,0.00,6088.95
BRD-2025M11-016067,POL-1839412,2024-11-27,2024-11-27,ClosedWithoutPayment,WS,South,0.00,0.00,0.00
BRD-2025M11-016068,POL-4111281,2025-09-21,2025-10-03,Closed,TPPD,Midlands,850.23,0.00,850.23
BRD-2025M11-016069,POL-1159370,2025-11-02,2025-11-06,Closed,AD,London,1504.21,0.00,1504.21
BRD-2025M11-016070,POL-3069836,2024-11-30,2024-12-25,Closed,AD,South,1334.52,0.00,1334.52
BRD-2025M11-016071,POL-7610214,2025-02-27,2025-03-18,Closed,AD,London,1147.05,0.00,1147.05
BRD-2025M11-016072,POL-7100919,2025-04-05,2025-04-05,Closed,WS,North,4310.90,0.00,4310.90
BRD-2025M11-016073,POL-2348567,2025-02-18,2025-03-31,Closed,AD,Midlands,1395.86,0.00,1395.86
BRD-2025M11-016074,POL-9113801,2025-03-18,2025-04-07,Closed,TH,South,3522.86,0.00,3522.86
BRD-2025M11-016075,POL-1084661,2025-03-29,2025-03-29,Closed,AD,London,232.66,0.00,232.66
BRD-2025M11-016076,POL-7642456,2025-06-27,2025-07-11,Reopened,TPPD,Midlands,386.71,192.99,579.70
BRD-2025M11-016077,POL-9848646,2025-09-07,2025-09-12,Closed,TPBI,Midlands,466.48,0.00,466.48
BRD-2025M11-016078,POL-1322553,2025-08-11,2025-08-21,ClosedWithoutPayment,TH,Scotland,0.00,0.00,0.00
BRD-2025M11-016079,POL-7774235,2025-04-17,2025-04-22,Closed,TPBI,London,1507.76,0.00,1507.76
BRD-2025M11-016080,POL-8406264,2025-11-15,2025-11-15,Closed,WS,London,595.16,0.00,595.16
BRD-2025M11-016081,POL-5697873,2025-11-30,2025-11-30,Open,TPPD,London,425.19,394.39,819.58
BRD-2025M11-016082,POL-8988212,2024-10-26,2024-11-06,Open,AD,London,922.01,432.08,1354.09
BRD-2025M11-016083,POL-3812975,2025-11-21,2025-11-23,ClosedWithoutPayment,AD,Scotland,0.00,0.00,0.00
BRD-2025M11-016084,POL-2437411,2025-06-26,2025-06-27,Closed,AD,Scotland,7428.74,0.00,7428.74
BRD-2025M11-016085,POL-5810625,2025-08-26,2025-08-26,Closed,TPPD,North,9057.35,0.00,9057.35
BRD-2025M11-016086,POL-1516439,2025-10-20,2025-11-30,Closed,TH,Midlands,7559.91,0.00,7559.91
BRD-2025M11-016087,POL-6502182,2024-05-11,2024-05-14,Closed,AD,South,1582.61,0.00,1582.61
BRD-2025M11-016088,POL-5377080,2025-08-25,2025-08-26,ClosedWithoutPayment,TPPD,South,0.00,0.00,0.00
BRD-2025M11-016089,POL-5981310,2025-08-08,2025-08-08,Open,AD,London,493.72,1162.97,1656.69
BRD-2025M11-016090,POL-8208905,2025-07-15,2025-07-19,Open,TPPD,London,429.76,1444.83,1874.59
BRD-2025M11-016091,POL-9947341,2025-06-11,2025-06-22,Closed,AD,Midlands,637.90,0.00,637.90
BRD-2025M11-016092,POL-5069025,2025-10-11,2025-10-16,Open,AD,North,3564.62,1804.24,5368.86
BRD-2025M11-016093,POL-7801121,2025-09-14,2025-09-25,Closed,TPPD,South,6003.51,0.00,6003.51
BRD-2025M11-016094,POL-9497921,2025-10-25,2025-11-04,Closed,WS,Scotland,7912.54,0.00,7912.54
BRD-2025M11-016095,POL-7427822,2025-07-06,2025-07-08,Reopened,AD,North,1399.40,1928.69,3328.09
BRD-2025M11-016096,POL-5868077,2025-02-09,2025-02-14,Reopened,TPBI,London,7888.15,8107.04,15995.19
BRD-2025M11-016097,POL-7196849,2025-11-05,2025-11-08,Open,AD,South,759.51,881.99,1641.50
BRD-2025M11-016098,POL-5233882,2025-08-17,2025-08-19,Closed,AD,London,244.97,0.00,244.97
BRD-2025M11-016099,POL-4325197,2025-11-24,2025-11-30,Closed,TPBI,Scotland,2139.22,0.00,2139.22
BRD-2025M11-016100,POL-2011542,2025-04-17,2025-05-02,Open,FI,Midlands,453.07,599.64,1052.71
BRD-2025M11-016101,POL-3571707,2025-04-01,2025-04-11,Closed,TPBI,London,231.49,0.00,231.49
BRD-2025M11-016102,POL-2721235,2025-05-23,2025-06-10,Closed,TPBI,Midlands,612.68,0.00,612.68
BRD-2025M11-016103,POL-3092477,2025-07-22,2025-07-23,Closed,TPPD,North,418.86,0.00,418.86
BRD-2025M11-016104,POL-6433076,2025-05-21,2025-05-29,Reopened,AD,North,209.58,301.60,511.18
BRD-2025M11-016105,POL-7840860,2025-08-16,2025-09-01,Open,TH,North,1332.33,1597.69,2930.02
BRD-2025M11-016106,POL-9969910,2025-04-17,2025-05-24,Open,TPBI,South,712.40,1281.17,1993.57
BRD-2025M11-016107,POL-5136456,2025-11-21,2025-11-22,Closed,TPPD,South,392.68,0.00,392.68
BRD-2025M11-016108,POL-4473276,2025-08-14,2025-08-17,Closed,AD,South,1539.80,0.00,1539.80
BRD-2025M11-016109,POL-7190704,2025-09-04,2025-09-14,Open,TPPD,Midlands,67.34,1715.78,1783.12
BRD-2025M11-016110,POL-7747465,2025-09-03,2025-09-08,Open,WS,South,11.95,93.94,105.89
BRD-2025M11-016111,POL-6507239,2025-11-24,2025-11-30,Closed,FI,North,1461.06,0.00,1461.06
BRD-2025M11-016112,POL-3695426,2024-12-25,2025-02-21,Closed,AD,London,326.21,0.00,326.21
BRD-2025M11-016113,POL-8977180,2025-06-13,2025-07-24,Closed,TPPD,South,572.39,0.00,572.39
BRD-2025M11-016114,POL-2938021,2025-10-26,2025-11-25,Open,TH,London,1430.15,2028.03,3458.18
BRD-2025M11-016115,POL-1808482,2025-09-29,2025-10-17,Closed,TPPD,London,366.84,0.00,366.84
BRD-2025M11-016116,POL-6833929,2025-01-08,2025-02-14,Closed,AD,Midlands,5456.14,0.00,5456.14
BRD-2025M11-016117,POL-2465789,2025-06-25,2025-06-30,Closed,TH,South,804.79,0.00,804.79
BRD-2025M11-016118,POL-3320614,2025-05-01,2025-05-09,Closed,AD,London,507.54,0.00,507.54
BRD-2025M11-016119,POL-9424951,2025-08-11,2025-08-27,ClosedWithoutPayment,AD,North,0.00,0.00,0.00
