claim_ref,policy_no,loss_date,report_date,status,peril_code,region,paid_gbp,outstanding_gbp,incurred_gbp
BRD-2025M12-019435,POL-1655532,2025-09-29,2025-10-04,ClosedWithoutPayment,TPBI,London,0.00,0.00,0.00
BRD-2025M12-019436,POL-5026599,2024-08-12,2024-08-18,Reopened,TPPD,North,330.08,241.25,571.33
BRD-2025M12-019437,POL-7104781,2025-11-11,2025-11-28,Open,TPBI,Midlands,1517.84,699.39,2217.23
BRD-2025M12-019438,POL-2871050,2025-03-02,2025-03-22,ClosedWithoutPayment,AD,Midlands,0.00,0.00,0.00
BRD-2025M12-019439,POL-4813726,2024-11-02,2024-11-23,Open,TPPD,South,688.48,771.01,1459.49
BRD-2025M12-019440,POL-9744552,2025-12-02,2025-12-05,Closed,TH,North,1230.97,0.00,1230.97
BRD-2025M12-019441,POL-6792243,2024-09-19,2024-09-25,Open,TH,South,77.36,71.31,148.67
BRD-2025M12-019442,POL-1958280,2025-04-04,2025-04-07,Closed,AD,South,2102.99,0.00,2102.99
BRD-2025M12-019443,POL-4992561,2025-11-28,2025-12-14,Open,WS,Midlands,443.33,4370.23,4813.56
BRD-2025M12-019444,POL-4400215,2024-11-06,2024-11-28,ClosedWithoutPayment,TPPD,South,0.00,0.00,0.00
BRD-2025M12-019445,POL-5679940,2025-09-01,2025-09-09,Open,TH,Midlands,876.44,1582.07,2458.51
BRD-2025M12-019446,POL-8261473,2024-11-13,2024-11-14,Closed,AD,London,1013.34,0.00,1013.34
BRD-2025M12-019447,POL-3734118,2025-05-03,2025-05-03,Closed,WS,North,943.48,0.00,943.48
BRD-2025M12-019448,POL-9396760,2025-11-08,2025-11-11,Closed,AD,London,-77.25,0.00,-77.25
BRD-2025M12-019449,POL-3097199,2024-12-26,2024-12-29,Closed,WS,Scotland,327.86,0.00,327.86
BRD-2025M12-019450,POL-8578504,2025-12-19,2025-12-20,Closed,TPPD,North,512.27,0.00,512.27
BRD-2025M12-019451,POL-8500620,2025-06-27,2025-07-20,Closed,WS,London,1608.46,0.00,1608.46
BRD-2025M12-019452,POL-1830890,2025-10-09,2025-10-27,Closed,TPPD,Scotland,13755.18,0.00,13755.18
BRD-2025M12-019453,POL-6667970,2025-05-11,2025-06-14,Closed,AD,Scotland,360.59,0.00,360.59
BRD-2025M12-019454,POL-3489341,2024-08-15,2024-08-22,Closed,TPPD,South,2319.37,0.00,2319.37
BRD-2025M12-019455,POL-3807157,2025-09-10,2025-09-18,Open,WS,London,198.18,767.83,966.01
BRD-2025M12-019456,POL-4498049,2025-08-05,2025-08-05,Closed,AD,South,1903.63,0.00,1903.63
BRD-2025M12-019457,POL-1938679,2025-08-09,2025-08-09,Reopened,AD,London,1232.77,4332.08,5564.85
BRD-2025M12-019458,POL-2463447,2025-11-21,2025-12-02,Reopened,AD,South,909.33,2625.75,3535.08
BRD-2025M12-019459,POL-4106437,2024-09-19,2024-09-23,Closed,TPPD,North,4499.46,0.00,4499.46
BRD-2025M12-019460,POL-7082854,2025-05-14,2025-05-16,ClosedWithoutPayment,AD,Midlands,0.00,0.00,0.00
BRD-2025M12-019461,POL-4685859,2025-08-16,2025-08-31,Closed,AD,North,7125.33,0.00,7125.33
BRD-2025M12-019462,POL-3627523,2025-01-05,2025-02-20,Closed,TPPD,North,2840.12,0.00,2840.12
BRD-2025M12-019463,POL-1253717,2025-07-29,2025-07-29,Open,TPBI,Scotland,677.01,690.98,1367.99
BRD-2025M12-019464,POL-6906086,2025-07-25,2025-08-16,Open,WS,London,718.85,462.42,1181.27
BRD-2025M12-019465,POL-7827361,2025-09-04,2025-09-04,Closed,AD,South,200.35,0.00,200.35
BRD-2025M12-019466,POL-1557975,2025-09-26,2025-10-22,Open,AD,North,141.62,2464.60,2606.22
BRD-2025M12-019467,POL-6405388,2025-02-10,2025-03-04,Closed,AD,Midlands,10452.17,0.00,10452.17
BRD-2025M12-019468,POL-7637652,2025-12-16,2025-12-23,Closed,TPPD,North,7835.50,0.00,7835.50
BRD-2025M12-019469,POL-3640798,2025-07-13,2025-07-20,Open,TH,London,25.95,313.17,339.12
BRD-2025M12-019470,POL-1535853,2025-06-27,2025-06-28,Closed,TPPD,South,288.12,0.00,288.12
BRD-2025M12-019471,POL-9505769,2025-12-26,2025-12-31,Open,WS,North,536.55,515.24,1051.79
BRD-2025M12-019472,POL-9176761,2025-10-09,2025-10-16,Closed,TPBI,Scotland,11409.61,0.00,11409.61
BRD-2025M12-019473,POL-7797127,2025-12-11,2025-12-13,Closed,TPBI,Scotland,441.91,0.00,441.91
BRD-2025M12-019474,POL-7735504,2025-06-17,2025-06-19,Open,AD,Midlands,337.93,463.50,801.43
BRD-2025M12-019475,POL-2412154,2025-08-23,2025-08-30,Open,TPPD,London,508.20,552.53,1060.73
BRD-2025M12-019476,POL-4320679,2025-12-12,2025-12-20,Closed,AD,North,1761.10,0.00,1761.10
BRD-2025M12-019477,POL-5275551,2024-11-11,2024-11-22,Closed,TH,London,1283.70,0.00,1283.70
BRD-2025M12-019478,POL-1156649,2025-11-30,2025-12-06,Open,TH,Scotland,56.92,355.92,412.84
BRD-2025M12-019479,POL-2042534,2025-07-25,2025-07-28,Open,TPPD,London,1770.84,2456.76,4227.60
BRD-2025M12-019480,POL-7992739,2025-02-06,2025-03-08,Closed,TPPD,Midlands,571.83,0.00,571.83
BRD-2025M12-019481,POL-3299361,2025-06-12,2025-06-21,Closed,TPPD,Midlands,1916.44,0.00,1916.44
BRD-2025M12-019482,POL-7099170,2024-11-22,2024-11-26,Closed,TPPD,Scotland,5707.27,0.00,5707.27
BRD-2025M12-019483,POL-1123043,2025-08-09,2025-08-14,Open,TPBI,South,263.99,1798.14,2062.13
BRD-2025M12-019484,POL-7767965,2025-10-30,2025-12-05,Closed,TH,North,1907.32,0.00,1907.32
BRD-2025M12-019485,POL-5793392,2025-10-10,2025-10-17,Closed,AD,North,373.91,0.00,373.91
BRD-2025M12-019486,POL-7542659,2025-06-04,2025-07-19,Closed,TH,Midlands,1151.33,0.00,1151.33
BRD-2025M12-019487,POL-7670890,2024-05-07,2024-05-27,Open,AD,North,799.55,731.48,1531.03
BRD-2025M12-019488,POL-3420992,2025-06-08,2025-07-27,Open,TPPD,Scotland,0.36,84.65,85.01
BRD-2025M12-019489,POL-7621161,2025-01-16,2025-01-28,Closed,TPBI,South,1839.35,0.00,1839.35
BRD-2025M12-019490,POL-6063702,2025-09-05,2025-09-08,Closed,AD,Midlands,918.86,0.00,918.86
BRD-2025M12-019491,POL-1887567,2025-06-05,2025-06-08,Closed,WS,Midlands,1470.44,0.00,1470.44
BRD-2025M12-019492,POL-1131698,2025-12-07,2025-12-23,Closed,TH,North,2557.13,0.00,2557.13
BRD-2025M12-019493,POL-5470300,2025-07-11,2025-07-17,Closed,TPPD,London,2375.98,0.00,2375.98
BRD-2025M12-019494,POL-1801937,2025-10-16,2025-10-21,Open,WS,Midlands,3228.17,1578.86,4807.03
BRD-2025M12-019495,POL-7309766,2025-12-13,2025-12-13,Open,TH,Scotland,962.41,6104.90,7067.31
BRD-2025M12-019496,POL-3845782,2025-08-18,2025-08-25,Open,AD,London,-53.99,0.00,-53.99
BRD-2025M12-019497,POL-7409055,2024-08-31,2024-09-24,Closed,TPBI,Midlands,636.42,0.00,636.42
BRD-2025M12-019498,POL-9504655,2024-05-06,2024-05-09,Closed,WS,Midlands,2017.09,0.00,2017.09
BRD-2025M12-019499,POL-9614091,2025-07-09,2025-07-12,Closed,TPPD,London,422.63,0.00,422.63
BRD-2025M12-019500,POL-6945574,2025-04-11,2025-04-30,Closed,WS,South,3935.57,0.00,3935.57
BRD-2025M12-019501,POL-9477592,2025-05-05,2025-05-05,Reopened,TPBI,North,324.26,252.77,577.03
BRD-2025M12-019502,POL-8044154,2025-02-08,2025-02-15,Open,AD,London,873.63,1282.61,2156.24
BRD-2025M12-019503,POL-3555388,2025-12-12,2025-12-17,Closed,TPPD,London,13107.73,0.00,13107.73
BRD-2025M12-019504,POL-4891326,2025-06-20,2025-06-24,Reopened,TH,North,48.29,553.93,602.22
BRD-2025M12-019505,POL-6706764,2024-12-05,2024-12-09,Closed,FI,Midlands,619.99,0.00,619.99
BRD-2025M12-019506,POL-4652736,2025-07-29,2025-07-31,Open,AD,Midlands,647.29,2953.88,3601.17
BRD-2025M12-019507,POL-5326527,2025-08-16,2025-08-26,Closed,TPPD,Midlands,1474.10,0.00,1474.10
BRD-2025M12-019508,POL-3576591,2025-10-26,2025-11-01,Closed,TH,Scotland,6212.77,0.00,6212.77
BRD-2025M12-019509,POL-4917438,2025-08-30,2025-09-24,Reopened,TH,London,186.16,982.70,1168.86
BRD-2025M12-019510,POL-3070719,2025-08-13,2025-08-27,Open,AD,South,224.76,104.44,329.20
BRD-2025M12-019511,POL-5019932,2024-04-30,2024-05-30,Closed,AD,South,1716.82,0.00,1716.82
BRD-2025M12-019512,POL-3666607,2025-07-05,2025-07-09,Closed,AD,London,1441.66,0.00,1441.66
BRD-2025M12-019513,POL-1164584,2025-08-18,2025-08-28,Closed,TPPD,North,4034.31,0.00,4034.31
BRD-2025M12-019514,POL-9856847,2025-04-07,2025-04-16,Closed,TPPD,Midlands,1112.16,0.00,1112.16
BRD-2025M12-019515,POL-1752254,2025-03-23,2025-04-04,Open,TH,North,5375.84,7137.56,12513.40
BRD-2025M12-019516,POL-3712660,2025-01-29,2025-02-04,Closed,WS,Midlands,7362.37,0.00,7362.37
BRD-2025M12-019517,POL-8753736,2025-07-30,2025-08-15,Closed,TPPD,London,2120.30,0.00,2120.30
BRD-2025M12-019518,POL-7701095,2024-08-31,2024-09-03,Reopened,TPBI,South,1795.81,1615.75,3411.56
BRD-2025M12-019519,POL-8604022,2024-10-02,2024-10-04,Closed,TH,South,839.94,0.00,839.94
BRD-2025M12-019520,POL-6774026,2025-09-13,2025-09-25,Closed,AD,South,2221.86,0.00,2221.86
BRD-2025M12-019521,POL-6937333,2024-12-30,2025-01-03,Closed,AD,London,699.90,0.00,699.90
BRD-2025M12-019522,POL-1213152,2025-01-20,2025-02-01,Reopened,TPBI,South,282.49,1310.37,1592.86
BRD-2025M12-019523,POL-9924066,2025-09-30,2025-10-04,Closed,WS,Midlands,70.47,0.00,70.47
BRD-2025M12-019524,POL-8100121,2025-08-06,2025-08-20,Open,WS,London,180.06,189.84,369.90
BRD-2025M12-019525,POL-7661832,2025-07-17,2025-07-17,Closed,FI,London,974.63,0.00,974.63
BRD-2025M12-019526,POL-1788847,2025-07-21,2025-07-28,Closed,WS,Midlands,2074.17,0.00,2074.17
BRD-2025M12-019527,POL-9735696,2025-07-26,2025-09-07,Closed,AD,Midlands,1605.52,0.00,1605.52
BRD-2025M12-019528,POL-8476137,2024-07-28,2024-08-02,Closed,AD,South,1540.13,0.00,1540.13
BRD-2025M12-019529,POL-6377102,2025-08-13,2025-08-24,Closed,TPPD,North,2175.47,0.00,2175.47
BRD-2025M12-019530,POL-1894108,2025-03-01,2025-03-06,Closed,AD,Midlands,3409.00,0.00,3409.00
BRD-2025M12-019531,POL-9867596,2025-11-08,2025-11-18,Reopened,WS,South,1085.16,615.35,1700.51
BRD-2025M12-019532,POL-8094568,2025-11-21,2025-12-03,Closed,AD,London,1240.96,0.00,1240.96
BRD-2025M12-019533,POL-8467707,2025-03-10,2025-03-10,Closed,TH,South,2287.75,0.00,2287.75
BRD-2025M12-019534,POL-1148029,2025-09-04,2025-09-18,Open,AD,North,79.06,2019.76,2098.82
BRD-2025M12-019535,POL-6432315,2025-08-08,2025-08-30,Closed,TPPD,Midlands,1658.58,0.00,1658.58
BRD-2025M12-019536,POL-4085352,2025-02-26,2025-02-28,Closed,AD,North,2604.01,0.00,2604.01
BRD-2025M12-019537,POL-1960179,2025-07-01,2025-07-03,Open,TH,London,2598.87,1249.55,3848.42
BRD-2025M12-019538,POL-6006693,2025-08-25,2025-09-10,Open,TH,South,501.11,495.84,996.95
BRD-2025M12-019539,POL-6219643,2025-10-02,2025-10-02,Closed,TPBI,South,1296.29,0.00,1296.29
BRD-2025M12-019540,POL-8392749,2025-10-22,2025-11-15,Closed,AD,London,581.39,0.00,581.39
BRD-2025M12-019541,POL-2874445,2025-09-14,2025-09-28,Open,AD,South,571.99,1244.76,1816.75
BRD-2025M12-019542,POL-9909041,2025-11-04,2025-11-07,Open,TPPD,South,87.90,506.73,594.63
BRD-2025M12-019543,POL-1216058,2025-01-24,2025-02-01,Open,AD,London,394.60,203.20,597.80
BRD-2025M12-019544,POL-6298347,2025-11-21,2025-12-21,ClosedWithoutPayment,WS,Midlands,0.00,0.00,0.00
BRD-2025M12-019545,POL-2575840,2025-03-21,2025-05-19,Closed,TPPD,London,1236.92,0.00,1236.92
BRD-2025M12-019546,POL-1671719,2024-12-07,2024-12-07,Closed,WS,North,3218.50,0.00,3218.50
BRD-2025M12-019547,POL-1195987,2025-12-04,2025-12-09,Closed,AD,London,466.52,0.00,466.52
BRD-2025M12-019548,POL-9584151,2025-04-14,2025-05-02,Closed,TPPD,London,2384.24,0.00,2384.24
BRD-2025M12-019549,POL-4097352,2025-10-30,2025-11-02,Closed,AD,Midlands,10635.41,0.00,10635.41
BRD-2025M12-019550,POL-8429751,2024-07-08,2024-07-13,Closed,AD,South,-817.83,0.00,-817.83
BRD-2025M12-019551,POL-8391215,2025-04-21,2025-04-23,ClosedWithoutPayment,AD,North,0.00,0.00,0.00
BRD-2025M12-019552,POL-4217482,2025-07-24,2025-07-29,Open,AD,North,483.16,844.34,1327.50
BRD-2025M12-019553,POL-3839626,2025-09-01,2025-09-28,Open,AD,South,1909.80,5934.51,7844.31
BRD-2025M12-019554,POL-8300599,2025-12-05,2025-12-31,ClosedWithoutPayment,WS,London,0.00,0.00,0.00
BRD-2025M12-019555,POL-3936405,2024-06-09,2024-06-22,Closed,AD,Scotland,5944.06,0.00,5944.06
BRD-2025M12-019556,POL-7459343,2025-10-21,2025-11-25,Open,WS,London,434.51,438.79,873.30
BRD-2025M12-019557,POL-6697138,2025-07-14,2025-07-29,Closed,AD,Scotland,869.07,0.00,869.07
BRD-2025M12-019558,POL-4576908,2025-07-31,2025-08-06,Closed,AD,Midlands,1599.56,0.00,1599.56
BRD-2025M12-019559,POL-2201680,2025-06-20,2025-06-22,Closed,TPPD,Scotland,10573.87,0.00,10573.87
BRD-2025M12-019560,POL-8508929,2025-08-03,2025-08-06,Open,TH,London,582.25,1627.29,2209.54
BRD-2025M12-019561,POL-2857279,2025-12-09,2025-12-14,ClosedWithoutPayment,TPBI,South,0.00,0.00,0.00
BRD-2025M12-019562,POL-1269997,2024-06-06,2024-06-15,Closed,TH,South,787.15,0.00,787.15
BRD-2025M12-019563,POL-3020976,2025-10-18,2025-10-27,Closed,TPPD,North,869.44,0.00,869.44
BRD-2025M12-019564,POL-8030952,2024-10-08,2024-10-20,Open,AD,London,283.89,487.19,771.08
BRD-2025M12-019565,POL-9800248,2025-07-02,2025-07-06,Open,AD,South,403.77,800.55,1204.32
BRD-2025M12-019566,POL-1590551,2025-08-27,2025-08-28,Closed,TPPD,Scotland,519.57,0.00,519.57
BRD-2025M12-019567,POL-6964707,2025-12-14,2025-12-31,Closed,AD,North,7735.50,0.00,7735.50
BRD-2025M12-019568,POL-3276604,2025-09-04,2025-09-30,Open,TPPD,London,4447.55,3473.27,7920.82
BRD-2025M12-019569,POL-8216613,2025-06-27,2025-06-30,Closed,WS,London,6336.47,0.00,6336.47
BRD-2025M12-019570,POL-4960062,2025-05-03,2025-05-03,Open,AD,London,1053.36,516.49,1569.85
BRD-2025M12-019571,POL-9845559,2025-01-08,2025-01-12,Open,FI,South,1596.81,3055.36,4652.17
BRD-2025M12-019572,POL-2914897,2025-09-16,2025-10-14,Open,AD,South,1150.93,782.11,1933.04
BRD-2025M12-019573,POL-4592963,2025-05-23,2025-05-23,Open,AD,London,329.82,357.85,687.67
BRD-2025M12-019574,POL-5780237,2025-05-11,2025-06-11,ClosedWithoutPayment,AD,North,0.00,0.00,0.00
BRD-2025M12-019575,POL-5067872,2025-08-04,2025-08-08,Open,WS,Scotland,473.70,722.40,1196.10
BRD-2025M12-019576,POL-8346498,2025-03-09,2025-03-13,Open,TH,South,622.56,794.27,1416.83
BRD-2025M12-019577,POL-4386592,2024-10-27,2024-11-05,Open,AD,North,5576.38,6616.91,12193.29
BRD-2025M12-019578,POL-1456619,2025-12-22,2025-12-31,Open,AD,Midlands,473.30,293.24,766.54
BRD-2025M12-019579,POL-2014470,2025-08-21,2025-08-31,Open,TPPD,North,12.03,394.16,406.19
BRD-2025M12-019580,POL-8618471,2025-01-31,2025-02-01,Closed,AD,South,1198.89,0.00,1198.89
BRD-2025M12-019581,POL-4563332,2025-06-24,2025-07-02,ClosedWithoutPayment,TPBI,London,0.00,0.00,0.00
BRD-2025M12-019582,POL-7734262,2025-04-05,2025-04-09,Closed,TH,North,2895.13,0.00,2895.13
BRD-2025M12-019583,POL-7546447,2025-07-06,2025-07-11,Reopened,WS,London,77.36,210.41,287.77
BRD-2025M12-019584,POL-4338520,2025-05-09,2025-05-15,Closed,TPBI,South,2673.75,0.00,2673.75
BRD-2025M12-019585,POL-1634785,2025-12-02,2025-12-06,ClosedWithoutPayment,AD,Scotland,0.00,0.00,0.00
BRD-2025M12-019586,POL-4296489,2025-11-20,2025-12-21,Closed,AD,South,154.99,0.00,154.99
BRD-2025M12-019587,POL-8202843,2024-09-26,2024-10-06,ClosedWithoutPayment,TH,South,0.00,0.00,0.00
BRD-2025M12-019588,POL-8523089,2025-05-18,2025-05-20,Closed,WS,South,3429.72,0.00,3429.72
BRD-2025M12-019589,POL-6242436,2025-10-13,2025-11-03,Closed,AD,South,743.11,0.00,743.11
BRD-2025M12-019590,POL-9542574,2025-08-06,2025-08-06,ClosedWithoutPayment,FI,South,0.00,0.00,0.00
BRD-2025M12-019591,POL-5563298,2025-10-19,2025-10-22,Closed,AD,North,2950.26,0.00,2950.26
BRD-2025M12-019592,POL-6357380,2025-12-09,2025-12-26,Closed,AD,South,2798.50,0.00,2798.50
BRD-2025M12-019593,POL-3022476,2025-04-07,2025-04-11,Open,TPPD,London,983.77,933.92,1917.69
BRD-2025M12-019594,POL-8288144,2025-08-24,2025-09-13,Closed,WS,South,3864.42,0.00,3864.42
BRD-2025M12-019595,POL-7744758,2024-12-18,2025-01-13,Closed,AD,Midlands,2794.34,0.00,2794.34
BRD-2025M12-019596,POL-4926683,2025-11-08,2025-11-09,Closed,AD,Midlands,1174.70,0.00,1174.70
BRD-2025M12-019597,POL-7145335,2025-10-20,2025-11-24,ClosedWithoutPayment,AD,North,0.00,0.00,0.00
BRD-2025M12-019598,POL-9789562,2025-08-06,2025-08-26,Closed,TPPD,London,101.94,0.00,101.94
BRD-2025M12-019599,POL-6474037,2025-12-25,2025-12-26,Closed,WS,North,579.62,0.00,579.62
BRD-2025M12-019600,POL-3522519,2025-07-20,2025-07-23,Open,TPPD,London,1314.11,4116.43,5430.54
BRD-2025M12-019601,POL-2751811,2024-12-06,2024-12-09,Closed,WS,South,2735.04,0.00,2735.04
BRD-2025M12-019602,POL-8741349,2025-04-16,2025-04-16,Closed,TH,London,558.47,0.00,558.47
BRD-2025M12-019603,POL-5455100,2025-07-09,2025-07-27,Closed,TH,Midlands,3062.80,0.00,3062.80
BRD-2025M12-019604,POL-6963549,2025-07-04,2025-07-07,Closed,TPPD,South,5294.79,0.00,5294.79
BRD-2025M12-019605,POL-1349603,2025-12-25,2025-12-31,Open,TPPD,Midlands,909.50,4118.20,5027.70
BRD-2025M12-019606,POL-4979213,2025-04-08,2025-04-24,Open,TH,North,2834.65,11762.17,14596.82
BRD-2025M12-019607,POL-1984442,2025-06-27,2025-06-29,Reopened,TH,North,2256.42,2527.10,4783.52
BRD-2025M12-019608,POL-3011998,2025-11-11,2025-11-11,Reopened,FI,South,56.71,2384.66,2441.37
BRD-2025M12-019609,POL-8552118,2025-03-14,2025-04-19,Open,TPPD,South,86.83,943.80,1030.63
BRD-2025M12-019610,POL-1172768,2025-01-24,2025-01-29,Open,AD,South,320.50,439.47,759.97
BRD-2025M12-019611,POL-6116402,2025-10-23,2025-10-24,Open,TH,London,478.62,218.57,697.19
BRD-2025M12-019612,POL-1923222,2025-05-21,2025-05-23,Closed,AD,Scotland,2709.22,0.00,2709.22
BRD-2025M12-019613,POL-4679100,2025-07-06,2025-08-08,ClosedWithoutPayment,AD,London,0.00,0.00,0.00
BRD-2025M12-019614,POL-1957086,2025-08-26,2025-09-05,Open,AD,London,2840.87,1507.51,4348.38
BRD-2025M12-019615,POL-1093868,2025-06-04,2025-06-08,Closed,AD,North,1695.25,0.00,1695.25
BRD-2025M12-019616,POL-3765417,2025-12-12,2025-12-18,Open,AD,London,0.30,320.93,321.23
BRD-2025M12-019617,POL-8335050,2025-06-25,2025-07-05,ClosedWithoutPayment,TPPD,Scotland,0.00,0.00,0.00
BRD-2025M12-019618,POL-9547772,2025-05-01,2025-06-04,Closed,TH,London,905.94,0.00,905.94
BRD-2025M12-019619,POL-5389906,2025-06-26,2025-06-30,Closed,AD,Midlands,183.67,0.00,183.67
BRD-2025M12-019620,POL-2519695,2025-10-09,2025-10-20,Closed,TPBI,North,611.14,0.00,611.14
BRD-2025M12-019621,POL-5251384,2025-12-01,2025-12-19,Open,TH,South,71.09,503.77,574.86
BRD-2025M12-019622,POL-3870122,2025-11-01,2025-11-04,Closed,AD,London,9305.29,0.00,9305.29
BRD-2025M12-019623,POL-3857049,2024-12-15,2025-01-22,Closed,AD,London,1766.42,0.00,1766.42
BRD-2025M12-019624,POL-2849852,2025-12-21,2025-12-31,Closed,AD,Midlands,6189.58,0.00,6189.58
BRD-2025M12-019626,POL-2086290,2025-12-04,2025-12-12,Open,TPPD,London,166.00,105.33,271.33
BRD-2025M12-019627,POL-4167538,2024-09-10,2024-09-10,Closed,TPPD,North,1244.43,0.00,1244.43
BRD-2025M12-019628,POL-7623134,2025-01-12,2025-01-14,Closed,TPPD,London,1387.85,0.00,1387.85
BRD-2025M12-019629,POL-1464005,2025-10-10,2025-10-12,Closed,TH,London,1088.04,0.00,1088.04
BRD-2025M12-019630,POL-6109647,2025-05-04,2025-06-20,Closed,AD,Scotland,813.09,0.00,813.09
BRD-2025M12-019631,POL-5804492,2025-07-04,2025-07-10,Open,TPPD,Midlands,583.35,3181.66,3765.01
BRD-2025M12-019632,POL-5605198,2025-08-28,2025-09-18,Closed,AD,South,397.91,0.00,397.91
BRD-2025M12-019633,POL-8133363,2025-11-26,2025-11-26,Open,WS,London,306.87,3075.94,3382.81
BRD-2025M12-019634,POL-1547642,2025-08-14,2025-08-26,Closed,TPPD,South,2057.96,0.00,2057.96
BRD-2025M12-019635,POL-4154901,2025-08-26,2025-08-28,ClosedWithoutPayment,TPBI,North,0.00,0.00,0.00
BRD-2025M12-019636,POL-4785544,2024-10-16,2024-10-25,Closed,TH,South,1646.15,0.00,1646.15
BRD-2025M12-019637,POL-4989282,2025-10-03,2025-10-07,Closed,AD,London,1398.19,0.00,1398.19
BRD-2025M12-019638,POL-2339221,2025-09-16,2025-09-21,Closed,TPPD,London,901.19,0.00,901.19
BRD-2025M12-019639,POL-7119708,2025-09-13,2025-09-15,Closed,AD,London,1258.66,0.00,1258.66
BRD-2025M12-019640,POL-9915608,2025-09-14,2025-09-21,Closed,AD,Scotland,4139.76,0.00,4139.76
BRD-2025M12-019641,POL-8149465,2024-12-19,2024-12-22,Closed,AD,South,2573.31,0.00,2573.31
BRD-2025M12-019642,POL-8902462,2025-06-30,2025-07-10,Closed,FI,South,6914.28,0.00,6914.28
BRD-2025M12-019643,POL-3889135,2025-06-03,2025-06-07,Closed,TPPD,London,1529.84,0.00,1529.84
BRD-2025M12-019644,POL-9992770,2024-11-21,2024-12-21,Closed,AD,North,905.11,0.00,905.11
BRD-2025M12-019645,POL-3190836,2025-12-01,2025-12-02,Open,TPBI,London,314.97,605.62,920.59
BRD-2025M12-019646,POL-8363610,2025-05-15,2025-05-20,Closed,AD,South,2355.59,0.00,2355.59
BRD-2025M12-019647,POL-4197702,2024-08-08,2024-08-19,Open,AD,London,602.14,1085.08,1687.22
BRD-2025M12-019648,POL-7878721,2024-12-11,2024-12-18,Closed,AD,Midlands,347.45,0.00,347.45
BRD-2025M12-019649,POL-9337606,2025-05-18,2025-05-23,ClosedWithoutPayment,TPPD,London,0.00,0.00,0.00
BRD-2025M12-019650,POL-2353158,2025-11-01,2025-11-05,Closed,TPPD,South,1652.28,0.00,1652.28
BRD-2025M12-019651,POL-8008962,2025-12-17,2025-12-29,Open,TPPD,Midlands,34.06,280.12,314.18
BRD-2025M12-019652,POL-9463527,2025-09-21,2025-10-04,Closed,TPPD,London,987.66,0.00,987.66
BRD-2025M12-019653,POL-1769355,2025-12-01,2025-12-16,Closed,WS,Midlands,806.12,0.00,806.12
BRD-2025M12-019654,POL-6270732,2025-04-01,2025-04-07,ClosedWithoutPayment,TPPD,North,0.00,0.00,0.00
BRD-2025M12-019655,POL-8449822,2024-10-14,2024-10-18,Open,TH,North,426.13,919.48,1345.61
BRD-2025M12-019656,POL-6216606,2025-06-03,2025-06-06,Open,AD,London,93.14,783.86,877.00
BRD-2025M12-019657,POL-8822306,2025-10-19,2025-10-29,Closed,AD,South,481.68,0.00,481.68
BRD-2025M12-019658,POL-6070117,2025-08-18,2025-08-25,Open,TPPD,Midlands,169.24,1764.20,1933.44
BRD-2025M12-019659,POL-8399554,2025-02-16,2025-02-26,Closed,TPPD,Midlands,5484.71,0.00,5484.71
BRD-2025M12-019660,POL-5459301,2025-09-24,2025-09-27,Closed,FI,Midlands,9644.84,0.00,9644.84
BRD-2025M12-019661,POL-4846730,2025-03-19,2025-03-29,Open,AD,South,237.63,1567.10,1804.73
BRD-2025M12-019662,POL-8933186,2024-12-28,2025-01-11,Closed,TPPD,London,5820.68,0.00,5820.68
BRD-2025M12-019663,POL-3718716,2025-04-15,2025-05-01,Open,TPPD,London,288.48,974.91,1263.39
BRD-2025M12-019664,POL-4306291,2025-09-11,2025-09-29,Closed,TPBI,Midlands,6305.54,0.00,6305.54
BRD-2025M12-019665,POL-7179730,2024-10-02,2024-10-09,Closed,TPPD,Scotland,5919.86,0.00,5919.86
BRD-2025M12-019666,POL-5442230,2024-10-23,2024-10-27,Open,TPPD,London,73.73,1403.36,1477.09
BRD-2025M12-019667,POL-2759178,2025-04-05,2025-04-22,Closed,FI,Scotland,3940.00,0.00,3940.00
BRD-2025M12-019668,POL-4802148,2025-09-05,2025-09-06,Closed,AD,North,1059.10,0.00,1059.10
BRD-2025M12-019669,POL-4042663,2025-10-27,2025-11-11,Closed,TPPD,South,653.98,0.00,653.98
BRD-2025M12-019670,POL-7753012,2025-05-18,2025-05-24,Closed,TH,South,538.40,0.00,538.40
BRD-2025M12-019671,POL-5376281,2025-04-01,2025-04-01,Closed,TPBI,North,1885.25,0.00,1885.25
BRD-2025M12-019672,POL-4330875,2024-11-12,2024-11-18,Closed,TPBI,South,634.44,0.00,634.44
BRD-2025M12-019673,POL-2637293,2025-08-30,2025-09-06,Closed,AD,London,794.95,0.00,794.95
BRD-2025M12-019674,POL-9381948,2024-07-22,2024-07-22,Closed,TH,London,1275.96,0.00,1275.96
BRD-2025M12-019675,POL-6958019,2025-11-17,2025-12-04,Open,TPPD,North,325.54,445.26,770.80
BRD-2025M12-019676,POL-5930901,2025-09-09,2025-10-03,Open,FI,London,2387.29,2770.43,5157.72
BRD-2025M12-019677,POL-2910397,2025-09-01,2025-09-18,Closed,AD,London,7968.10,0.00,7968.10
BRD-2025M12-019678,POL-7258515,2025-11-12,2025-11-23,Open,TPPD,South,2081.60,1107.29,3188.89
BRD-2025M12-019679,POL-4427865,2025-05-02,2025-05-10,Open,TPPD,London,930.59,780.93,1711.52
