ClaimRef,PolicyNo,LossDate,ReportDate,Status,PerilCode,Region,Handler,PaidGBP,OutstandingGBP
BRD-2025M11-026970,POL-1605762,06/06/2025,11/07/2025,O,WS,London,AKB,34.44,£120.79
BRD-2025M11-026971,POL-7695259,08/07/2024,12/07/2024,C,WS,Midlands,TWM,£6383.42,
BRD-2025M11-026972,POL-8689659,14-Oct-25,22/10/2025,C,TPPD,London,EAA,£2020.74,
BRD-2025M11-026973,POL-7367236,22-Aug-25,13/10/2025,C,AD,North,CGM,£2549.64,0.00
BRD-2025M11-026974,POL-2467344,01/03/2025,03/03/2025,C,TPBI,North,CPR,£4052.30,-
BRD-2025M11-026975,POL-5409110,2025-11-20,30/11/2025,OPEN,AD,South,SAP,£615.16,£873.65
BRD-2025M11-026976,POL-7623258,01/10/2024,14/10/2024,closed,WS,South,ADC,£2035.26,-
BRD-2025M11-026977,POL-7332035,2024-11-06,07/11/2024,O,AD,Scotland,FTC,289.36,£2064.60
BRD-2025M11-026978,POL-2088336,06/09/2025,,C ,AD,Scotland,MGF,619.75,
BRD-2025M11-026979,POL-6215579,07-Oct-25,12/11/2025,C,TPPD,South,HFM,£1298.35,
BRD-2025M11-026980,POL-9246414,11/01/2025,14/01/2025,C,TH,Scotland,PLT,552.56,0.00
BRD-2025M11-026981,POL-6154162,22/06/2025,25/06/2025,closed,WS,London,LRE,3745.58,
BRD-2025M11-026982,POL-6375746,28/01/2025,28/01/2025,O,TPBI,London,PAJ,£123.12,£669.37
BRD-2025M11-026983,POL-7586945,24/09/2025,05/10/2025,C,WS,London,AMC,1047.65,
BRD-2025M11-026984,POL-6296496,27/11/2024,12/12/2024,C,AD,Scotland,PFK,11415.14,-
BRD-2025M11-026985,POL-2215729,08/11/2025,19/11/2025,C,TPPD,North,NAW,2760.45,-
BRD-2025M11-026986,POL-9714781,17/09/2024,19/09/2024,C ,TPBI,South,RMJ,7522.95,
BRD-2025M11-026987,POL-8162687,13/06/2025,16/06/2025,CWP,TPPD,London,TCL,-,-
BRD-2025M11-026988,POL-8349551,22/03/2025,28/03/2025,RO,AD,London,AFT,£643.27,1121.03
BRD-2025M11-026989,POL-5168324,13/09/2025,17/09/2025,C,TPPD,South,DFP,185.07,0.00
BRD-2025M11-026990,POL-1218412,07/06/2025,12/06/2025,C,AD,North,BDL,£630.72,
BRD-2025M11-026991,POL-7026408,28/08/2025,31/08/2025,O,AD,London,TCH,£833.64,£5124.38
BRD-2025M11-026992,POL-1158495,17/10/2025,05/11/2025,C,AD,North,FDT,734.18,
BRD-2025M11-026993,POL-7938735,25/08/2025,04/09/2025,O,AD,Scotland,HTW,£1469.53,917.12
BRD-2025M11-026994,POL-6524007,17/12/2024,19/12/2024,O,TPPD,London,CRB,£293.72,2582.27
BRD-2025M11-026995,POL-3757664,07-Sep-25,03/10/2025,C,FI,South,WTR,£2620.39,
BRD-2025M11-026996,POL-2628626,08/08/2025,16/08/2025,C,AD,London,AKS,2938.89,0.00
BRD-2025M11-026997,POL-3142939,24/02/2025,24/02/2025,o,AD,Midlands,JSD,£1021.61,£1778.33
BRD-2025M11-026998,POL-6560358,24/02/2025,24/02/2025,CWP,TPBI,London,FJN,,-
BRD-2025M11-026999,POL-2864065,03/03/2025,20/03/2025,C ,TPBI,Midlands,AKP,523.72,
BRD-2025M11-027000,POL-9412545,01/01/2025,05/01/2025,CWP,TPBI,London,BDT,-,-
BRD-2025M11-027001,POL-7930949,02-May-25,02/05/2025,C,TH,Midlands,TFR,£1559.60,
BRD-2025M11-027002,POL-8597199,2024-04-02,07/05/2024,O,AD,London,DPM,976.47,£1538.21
BRD-2025M11-027003,POL-8128601,03/02/2025,19/02/2025,OPEN,TPPD,London,DSB,3133.97,6266.59
BRD-2025M11-027004,POL-6084119,10/05/2025,12/05/2025,C,TPPD,London,RBN,645.95,0.00
BRD-2025M11-027005,POL-5728763,28/05/2025,08/07/2025,C,AD,London,CKC,470.25,-
BRD-2025M11-027006,POL-4748918,18/10/2025,18/10/2025,C,WS,Midlands,SFB,£4124.45,-
BRD-2025M11-027007,POL-9421214,29/09/2024,24/10/2024,closed,TPPD,Midlands,DDM,£1130.74,
BRD-2025M11-027008,POL-2947903,2025-02-19,28/02/2025,closed,TPBI,Midlands,BMC,£594.14,
BRD-2025M11-027009,POL-3790896,18/12/2024,27/12/2024,C,AD,London,ALE,£1966.89,0.00
BRD-2025M11-027010,POL-1052108,02/08/2025,18/08/2025,O,AD,Midlands,LNL,£3881.62,2763.74
BRD-2025M11-027011,POL-4367532,18-Aug-24,18/08/2024,OPEN,WS,London,ANL,£1390.68,10253.43
BRD-2025M11-027012,POL-2620797,23/10/2025,27/10/2025,OPEN,AD,South,HKK,845.49,1078.53
BRD-2025M11-027013,POL-5026799,02-Sep-25,01/10/2025,CWP,AD,Midlands,GCA,-,0.00
BRD-2025M11-027014,POL-9650319,09/04/2025,11/06/2025,C ,TPPD,North,FCJ,£2609.26,
BRD-2025M11-027015,POL-2161292,2025-11-20,20/11/2025,C ,TPBI,South,TTK,£1029.70,-
BRD-2025M11-027016,POL-5818772,28/10/2025,30/10/2025,OPEN,TH,London,KMS,£3160.42,£2501.14
BRD-2025M11-027017,POL-1546272,27/10/2025,07/11/2025,RO,TPBI,South,PMC,£290.94,£450.37
BRD-2025M11-027018,POL-6143939,2024-06-02,10/06/2024,CWP,FI,Scotland,RPD,0.00,
BRD-2025M11-027019,POL-2346147,2025-10-06,25/10/2025,RO,AD,London,GMS,161.16,2515.02
BRD-2025M11-027020,POL-6067420,2025-09-09,11/09/2025,C,TPPD,South,NHF,£3346.20,
BRD-2025M11-027021,POL-5110374,18/05/2025,29/05/2025,OPEN,TH,South,LCR,2691.59,1529.12
BRD-2025M11-027022,POL-2308083,17/09/2025,01/11/2025,CWP,TPBI,South,EPL,0.00,
BRD-2025M11-027023,POL-2701861,31/05/2025,26/06/2025,O,TPPD,South,HTD,£697.59,821.76
BRD-2025M11-027024,POL-2065130,14/08/2025,18/08/2025,C,WS,Scotland,WSG,2443.05,0.00
BRD-2025M11-027025,POL-4382964,16/10/2025,20/10/2025,O,WS,North,HTH,£95.11,£1816.48
BRD-2025M11-027026,POL-2184982,28/09/2025,29/10/2025,O,TPBI,Midlands,EKN,98.15,268.37
BRD-2025M11-027027,POL-8653837,03/08/2025,07/09/2025,C,TPPD,South,FMT,£4285.83,0.00
BRD-2025M11-027028,POL-7835310,05/08/2025,10/08/2025,OPEN,TPPD,South,GWC,£651.36,£381.14
BRD-2025M11-027029,POL-7939055,02/08/2025,08/08/2025,C,AD,Midlands,CTE,1387.30,-
BRD-2025M11-027030,POL-2757982,28/02/2025,21/03/2025,C,TH,London,RNF,£4073.91,0.00
BRD-2025M11-027031,POL-4032303,02/02/2025,23/02/2025,O,WS,North,PJC,2300.64,£6290.70
BRD-2025M11-027032,POL-4680386,18/04/2025,18/04/2025,C ,AD,North,CBJ,£8201.21,-
BRD-2025M11-027033,POL-9594720,04/11/2025,08/11/2025,C,TPBI,South,PWN,£7192.81,
BRD-2025M11-027034,POL-9480305,02/10/2024,16/10/2024,C,AD,South,PEB,844.70,
BRD-2025M11-027035,POL-7938076,03/08/2024,11/09/2024,RO,WS,South,NCH,10.69,£1737.58
BRD-2025M11-027036,POL-4366552,19/11/2024,28/11/2024,RO,TH,North,CMT,£327.48,210.46
BRD-2025M11-027037,POL-4494223,01/04/2025,17/04/2025,closed,TPBI,Scotland,LHS,4250.26,
BRD-2025M11-027038,POL-2342692,30/04/2025,06/05/2025,OPEN,FI,London,LMK,658.85,£323.45
BRD-2025M11-027039,POL-6687589,01/10/2025,16/10/2025,C,WS,London,MHR,£603.35,-
BRD-2025M11-027040,POL-6009764,13/08/2025,07/09/2025,RO,AD,North,LBT,528.75,£765.11
BRD-2025M11-027041,POL-9587182,03/11/2025,14/11/2025,CWP,AD,Scotland,APF,-,
BRD-2025M11-027042,POL-8794002,06/07/2024,20/07/2024,OPEN,TPBI,London,RPK,£1388.58,£1596.63
BRD-2025M11-027043,POL-5256456,2025-04-28,30/05/2025,O,TPPD,London,EJR,541.07,418.88
BRD-2025M11-027044,POL-1825041,21/01/2025,26/01/2025,RO,TPPD,South,CSN,994.89,736.64
BRD-2025M11-027045,POL-4350839,16-Oct-25,27/10/2025,C,FI,Scotland,RSK,594.38,
BRD-2025M11-027045,POL-4350839,16-Oct-25,27/10/2025,C,FI,Scotland,RSK,594.38,
BRD-2025M11-027046,POL-5100412,2025-07-24,04/08/2025,OPEN,AD,South,JTJ,£1175.41,4635.56
BRD-2025M11-027047,POL-4823584,20/09/2025,22/09/2025,CWP,WS,London,BGE,,-
BRD-2025M11-027048,POL-9295537,27/01/2025,30/01/2025,C,TPPD,Midlands,MSA,13148.80,-
BRD-2025M11-027049,POL-1083981,09/06/2025,20/07/2025,CWP,AD,North,LRB,,-
BRD-2025M11-027050,POL-9371281,28/11/2025,30/11/2025,RO,TPPD,South,LPH,£332.15,£299.60
BRD-2025M11-027051,POL-2042563,18/07/2025,02/09/2025,closed,TH,London,TJN,£4208.26,0.00
BRD-2025M11-027052,POL-6817493,06-Sep-24,07/09/2024,C,AD,London,LGK,£2940.59,-
BRD-2025M11-027053,POL-8341107,2025-07-03,07/07/2025,C ,AD,Midlands,RGF,£1280.37,-
BRD-2025M11-027054,POL-3218431,31/03/2025,10/04/2025,C,TH,South,AKK,£10046.45,-
BRD-2025M11-027055,POL-2504271,14/05/2025,18/05/2025,CWP,TPPD,London,TFS,0.00,0.00
BRD-2025M11-027056,POL-9397207,02/11/2024,07/11/2024,O,TPPD,South,HWE,£150.80,£287.98
BRD-2025M11-027057,POL-8255993,28-Nov-24,07/12/2024,C,TH,Scotland,THF,3221.03,-
BRD-2025M11-027058,POL-4482644,18-Jul-25,28/07/2025,C,WS,Scotland,PGL,£6005.90,
BRD-2025M11-027059,POL-8982680,20-Feb-25,24/02/2025,C,TPPD,Scotland,TST,1661.32,-
BRD-2025M11-027060,POL-5037383,14/10/2025,13/11/2025,OPEN,TH,Midlands,GLC,£438.23,£4569.38
BRD-2025M11-027061,POL-5702095,02/06/2025,18/06/2025,C,AD,Midlands,RWF,2967.60,0.00
BRD-2025M11-027061,POL-5702095,02/06/2025,18/06/2025,C,AD,Midlands,RWF,2967.60,0.00
BRD-2025M11-027062,POL-6887863,31/07/2025,02/08/2025,C,AD,North,SBR,£235.17,0.00
BRD-2025M11-027063,POL-8257840,2025-05-05,05/05/2025,C,TPPD,South,WAT,903.27,
BRD-2025M11-027064,POL-2640344,2024-12-04,20/12/2024,C ,AD,South,RTB,1266.25,0.00
BRD-2025M11-027065,POL-5848587,15/11/2025,29/11/2025,C,TPPD,London,NCF,£225.06,-
BRD-2025M11-027066,POL-8653351,06/12/2024,09/12/2024,C,TPBI,South,LES,£17590.48,0.00
BRD-2025M11-027067,POL-4414605,2025-02-13,17/02/2025,C,TPPD,London,TLH,1085.02,0.00
BRD-2025M11-027068,POL-5921633,24/11/2024,28/11/2024,closed,TPPD,London,MWK,£1292.05,0.00
BRD-2025M11-027069,POL-8573763,09/02/2025,20/02/2025,C,AD,London,TTM,10848.73,
BRD-2025M11-027070,POL-7691207,23/10/2025,23/10/2025,C,TPPD,Scotland,NBL,£2211.73,0.00
BRD-2025M11-027071,POL-3685122,01/06/2025,02/07/2025,RO,AD,North,JPH,304.06,2854.52
BRD-2025M11-027072,POL-3320974,29/01/2025,29/01/2025,OPEN,AD,South,APR,714.23,£1249.59
BRD-2025M11-027073,POL-6536660,03/12/2024,17/12/2024,O,AD,South,PJW,£2964.53,5607.82
BRD-2025M11-027074,POL-2617219,21/05/2025,23/05/2025,O,TPPD,South,BFT,(288.15),0.00
BRD-2025M11-027075,POL-4032480,2024-12-11,01/01/2025,C,AD,Midlands,ENW,751.68,
BRD-2025M11-027076,POL-8568986,10-Oct-25,25/10/2025,C,TH,London,DDN,805.10,0.00
BRD-2025M11-027077,POL-4358547,2025-08-24,02/09/2025,CWP,TPPD,London,WRC,-,-
BRD-2025M11-027078,POL-9087687,2025-05-03,21/05/2025,C,AD,Midlands,CCK,£697.46,0.00
BRD-2025M11-027079,POL-9677487,23/04/2025,27/04/2025,RO,TH,South,NMP,£311.46,£1259.12
BRD-2025M11-027080,POL-1956085,2025-09-18,24/09/2025,O,TPBI,North,JWT,£194.17,2745.15
BRD-2025M11-027081,POL-8026859,07/11/2024,17/11/2024,OPEN,WS,South,WSH,£186.93,178.66
BRD-2025M11-027082,POL-8091345,26/09/2025,30/09/2025,C,TPPD,Midlands,WFE,3465.82,-
BRD-2025M11-027083,POL-7174514,23/10/2025,06/11/2025,C,AD,Midlands,BKH,£689.35,
BRD-2025M11-027084,POL-8992765,2025-10-10,10/10/2025,O,TPBI,South,FTK,£12861.32,£5810.03
BRD-2025M11-027085,POL-4121610,12/08/2025,20/08/2025,C,TPBI,London,HME,£3150.12,
BRD-2025M11-027086,POL-9986849,04/09/2025,18/09/2025,RO,FI,North,TBK,550.59,237.06
BRD-2025M11-027087,POL-6118736,13/07/2024,23/07/2024,C,AD,Midlands,KLP,8099.65,-
BRD-2025M11-027088,POL-2648535,12/07/2025,22/07/2025,O,TH,North,APC,£728.35,£548.10
BRD-2025M11-027089,POL-7059483,25/03/2025,29/03/2025,C,TPPD,North,KNL,£3074.32,-
BRD-2025M11-027090,POL-6301664,10/08/2025,10/08/2025,C,AD,North,BDR,293.50,
BRD-2025M11-027091,POL-8892622,26/04/2025,07/05/2025,C,TH,South,DSA,2574.85,-
BRD-2025M11-027091,POL-8892622,26/04/2025,07/05/2025,C,TH,South,DSA,2574.85,-
BRD-2025M11-027092,POL-5752649,17/09/2025,23/09/2025,OPEN,AD,London,DWG,352.95,£509.02
BRD-2025M11-027093,POL-4538384,11/02/2025,28/02/2025,CWP,AD,London,BEM,,0.00
BRD-2025M11-027094,POL-9932828,29/07/2025,16/08/2025,CWP,TPPD,Midlands,AND,0.00,
BRD-2025M11-027095,POL-7763774,25/06/2025,05/07/2025,C ,AD,Midlands,NFG,£958.93,
BRD-2025M11-027096,POL-4979802,04/07/2025,17/07/2025,C,WS,Scotland,AJE,2751.64,-
BRD-2025M11-027097,POL-1471945,26/07/2025,31/07/2025,C,TPPD,North,ETD,£1708.75,
BRD-2025M11-027098,POL-4597289,29/03/2025,02/04/2025,O,AD,London,BWJ,267.57,420.01
BRD-2025M11-027099,POL-5004618,31/07/2025,04/09/2025,C ,TH,South,HTE,226.38,0.00
BRD-2025M11-027100,POL-6412740,2025-04-02,30/04/2025,closed,WS,Midlands,ANL,£3195.14,
BRD-2025M11-027101,POL-2915553,19/09/2025,25/09/2025,C,WS,North,BJS,£277.02,-
BRD-2025M11-027102,POL-3465404,28/04/2025,28/04/2025,CWP,TPPD,North,BCH,-,0.00
BRD-2025M11-027103,POL-3339020,06/12/2024,15/12/2024,C,TPBI,North,AJW,£379.26,-
BRD-2025M11-027104,POL-1896059,2025-02-08,06/03/2025,O,AD,London,DSM,£431.32,1142.05
BRD-2025M11-027105,POL-9269612,16-Aug-25,12/09/2025,C,TPBI,London,CMC,5283.56,
BRD-2025M11-027106,POL-6856477,04/05/2025,11/05/2025,C,TH,South,RDH,£4326.04,0.00
BRD-2025M11-027107,POL-9582614,2025-10-20,04/11/2025,closed,AD,Midlands,DEF,£2194.59,
BRD-2025M11-027108,POL-6229798,28-Jul-25,17/10/2025,O,AD,Midlands,RHD,1113.27,£4685.51
BRD-2025M11-027109,POL-1223609,29/03/2025,01/04/2025,C,TPPD,South,BMR,£789.19,
BRD-2025M11-027110,POL-2509021,16/11/2025,25/11/2025,C,TPBI,North,NGW,2114.52,
BRD-2025M11-027111,POL-4719126,06-Feb-25,06/02/2025,C,AD,London,EDS,4538.11,0.00
BRD-2025M11-027112,POL-2245236,14-Oct-25,17/10/2025,O,AD,London,KBS,£424.27,£1213.56
BRD-2025M11-027113,POL-9298852,13/07/2025,20/07/2025,OPEN,AD,South,WFT,287.21,£368.83
BRD-2025M11-027114,POL-2141027,09/08/2025,02/09/2025,C,TH,Scotland,LDM,800.85,
BRD-2025M11-027115,POL-8662921,12/07/2025,17/07/2025,CWP,AD,London,SNH,-,-
BRD-2025M11-027116,POL-1078701,2025-05-01,07/05/2025,O,TPBI,London,DNE,£771.92,379.36
BRD-2025M11-027117,POL-1439289,30/04/2025,03/06/2025,C,AD,London,BFW,352.24,0.00
BRD-2025M11-027118,POL-8742501,05/11/2025,17/11/2025,O,WS,North,HNW,1514.53,2406.29
BRD-2025M11-027119,POL-3574727,2025-10-08,09/10/2025,O,AD,London,CPT,£6224.88,£4843.28
BRD-2025M11-027120,POL-4142887,27/07/2025,25/08/2025,closed,AD,South,SDS,£526.14,
BRD-2025M11-027121,POL-7934886,2025-04-24,13/05/2025,CWP,TPBI,London,BNH,0.00,-
BRD-2025M11-027122,POL-3484834,17/09/2025,21/10/2025,C,AD,North,PHB,£4399.64,0.00
BRD-2025M11-027123,POL-2068040,18/09/2025,22/10/2025,O,TPPD,Midlands,HRF,£1427.52,1902.90
BRD-2025M11-027124,POL-5577903,20-Sep-25,02/10/2025,O,WS,Scotland,NDG,205.09,£2087.07
BRD-2025M11-027125,POL-6627362,29/03/2025,03/04/2025,O,AD,London,RPJ,490.57,1009.17
BRD-2025M11-027126,POL-4248237,2025-04-04,05/04/2025,C,TH,London,ERE,31231.78,-
BRD-2025M11-027127,POL-2852862,22/06/2025,30/06/2025,O,TPBI,London,GNJ,2623.35,£5130.88
BRD-2025M11-027128,POL-4241870,27/01/2025,06/02/2025,CWP,AD,North,EPA,,0.00
BRD-2025M11-027129,POL-3713025,17/10/2025,18/10/2025,CWP,TH,Scotland,NDD,,-
BRD-2025M11-027130,POL-5909750,28/02/2025,20/03/2025,C,AD,London,WKN,£8426.95,0.00
BRD-2025M11-027131,POL-4066502,2025-03-28,04/04/2025,C,TPPD,London,AAW,£1126.55,-
BRD-2025M11-027132,POL-8885446,2025-02-06,07/02/2025,CWP,WS,Midlands,MWD,0.00,-
BRD-2025M11-027133,POL-3415905,21/08/2024,15/09/2024,C,AD,South,LJC,£1170.10,0.00
BRD-2025M11-027134,POL-5251335,09-Jan-25,03/02/2025,C,AD,Midlands,BDA,167.73,
BRD-2025M11-027135,POL-1656225,2025-03-19,07/04/2025,C,TPPD,London,TLE,£3497.01,
BRD-2025M11-027136,POL-9858869,12/09/2025,16/09/2025,OPEN,TPPD,North,JNA,£2627.58,£2464.36
BRD-2025M11-027137,POL-1558439,04/01/2025,08/01/2025,O,TPPD,North,SHF,£2287.97,1744.50
BRD-2025M11-027138,POL-5769513,2025-01-21,15/02/2025,CWP,TPPD,Midlands,MDS,,-
BRD-2025M11-027139,POL-4882397,2025-05-21,31/05/2025,RO,TPPD,Midlands,TTD,£221.10,£482.14
BRD-2025M11-027140,POL-8888060,2025-04-02,19/04/2025,C ,AD,Midlands,CJT,£1391.69,0.00
BRD-2025M11-027141,POL-5075848,19/10/2025,28/10/2025,C,WS,Scotland,EMP,771.87,0.00
BRD-2025M11-027142,POL-1370721,20/10/2025,31/10/2025,C,FI,South,JBA,444.18,0.00
BRD-2025M11-027143,POL-1606140,28/06/2024,28/06/2024,O,TPPD,London,HSR,£249.86,£264.93
BRD-2025M11-027144,POL-3880033,2024-11-13,06/12/2024,C ,WS,South,GRL,£1366.76,-
BRD-2025M11-027145,POL-3286736,2024-11-30,30/11/2024,C ,AD,Scotland,PPP,£1164.81,-
BRD-2025M11-027146,POL-5976946,23/05/2025,15/06/2025,RO,TPPD,South,AWE,60.38,374.29
BRD-2025M11-027147,POL-8596699,12/05/2025,14/05/2025,OPEN,TPPD,London,WWD,£4020.11,2958.64
BRD-2025M11-027148,POL-5592144,26-Feb-25,02/03/2025,O,AD,Midlands,DHT,106.63,£296.12
BRD-2025M11-027149,POL-3029903,27/09/2025,01/11/2025,C,TPPD,North,EER,£141.69,
BRD-2025M11-027150,POL-4936093,2025-11-26,30/11/2025,C,TPPD,North,BLC,2874.98,0.00
BRD-2025M11-027151,POL-4150984,08/04/2025,16/04/2025,C,TH,South,TCT,£123.06,
BRD-2025M11-027152,POL-7666193,02/11/2025,04/11/2025,C ,AD,South,TPB,£524.60,0.00
BRD-2025M11-027153,POL-3308761,2025-08-18,13/09/2025,C,AD,Midlands,RRE,£2727.93,
BRD-2025M11-027153,POL-3308761,2025-08-18,13/09/2025,C,AD,Midlands,RRE,£2727.93,
BRD-2025M11-027154,POL-9956053,03/11/2025,06/11/2025,O,TPPD,South,WFW,£663.27,£1834.10
BRD-2025M11-027155,POL-6563299,08/09/2025,29/09/2025,closed,AD,North,NSS,£1740.61,0.00
BRD-2025M11-027156,POL-3058378,16/07/2025,14/08/2025,C,TH,South,THG,£3063.44,0.00
BRD-2025M11-027157,POL-2695716,25/07/2025,03/08/2025,C,AD,Midlands,WHG,£359.37,-
BRD-2025M11-027157,POL-2695716,25/07/2025,03/08/2025,C,AD,Midlands,WHG,£359.37,-
BRD-2025M11-027158,POL-7149588,26/08/2025,27/08/2025,C,AD,Midlands,EDW,3957.58,0.00
BRD-2025M11-027159,POL-2209253,20/11/2025,27/11/2025,C ,TPPD,Midlands,FHG,£3856.83,
BRD-2025M11-027160,POL-5000665,2025-05-14,15/05/2025,closed,TPPD,London,TJE,8222.27,0.00
BRD-2025M11-027161,POL-7169171,06/04/2025,23/04/2025,O,FI,Midlands,RJH,1319.74,£1012.83
BRD-2025M11-027162,POL-3767391,18/02/2025,28/02/2025,closed,AD,London,GBG,2062.10,0.00
BRD-2025M11-027163,POL-2686249,2025-08-27,11/09/2025,C,WS,North,WWN,99.34,
BRD-2025M11-027164,POL-3349167,08/12/2024,15/12/2024,C,AD,London,RMN,£3043.24,0.00
BRD-2025M11-027165,POL-8374900,30/06/2025,03/07/2025,CWP,TPPD,North,BJR,0.00,-
BRD-2025M11-027166,POL-7587323,2024-11-16,09/12/2024,O,AD,Scotland,AGD,10399.99,9165.52
BRD-2025M11-027167,POL-1452440,03/04/2025,15/04/2025,closed,AD,North,TGS,£945.22,0.00
BRD-2025M11-027168,POL-5474286,23/11/2025,25/11/2025,closed,AD,South,SJR,£1451.83,-
BRD-2025M11-027169,POL-4707716,11-Mar-25,11/03/2025,C,AD,Scotland,CPP,£386.90,-
BRD-2025M11-027170,POL-1230444,14/03/2025,27/03/2025,O,TPPD,North,EEA,£248.60,£240.86
BRD-2025M11-027171,POL-6415447,2025-06-24,24/06/2025,C ,AD,Midlands,TJW,£4548.86,
BRD-2025M11-027172,POL-5022764,22-Jun-25,23/06/2025,O,AD,London,HTE,£41.63,566.55
BRD-2025M11-027173,POL-9629522,11/07/2025,30/07/2025,C,AD,Midlands,HWH,356.24,-
BRD-2025M11-027174,POL-3107955,20/07/2025,21/07/2025,closed,AD,Midlands,DAT,£2046.37,0.00
BRD-2025M11-027175,POL-2797810,25/09/2025,28/09/2025,closed,WS,London,HJL,5766.77,-
BRD-2025M11-027176,POL-2754589,21-Nov-25,30/11/2025,C,AD,North,SAF,£290.59,-
BRD-2025M11-027177,POL-8259177,20/01/2025,10/02/2025,C ,TPBI,Midlands,FCK,5329.02,-
BRD-2025M11-027178,POL-3824112,23/02/2025,03/03/2025,C,FI,Scotland,WHA,£736.50,
BRD-2025M11-027179,POL-1984943,2025-06-26,01/07/2025,OPEN,TPPD,London,TBT,£1295.24,983.89
BRD-2025M11-027180,POL-5849447,04/06/2025,16/06/2025,O,AD,Midlands,PTM,£309.75,£692.41
BRD-2025M11-027181,POL-1728255,2025-10-25,15/11/2025,O,TH,London,GHP,359.27,£480.31
BRD-2025M11-027182,POL-7789504,2025-10-30,02/11/2025,C ,TH,London,RLF,3661.80,0.00
BRD-2025M11-027183,POL-6586702,2024-12-23,06/01/2025,O,FI,London,FDA,£961.75,£773.28
BRD-2025M11-027184,POL-5341116,2025-01-30,01/02/2025,CWP,TPBI,Midlands,KKJ,,-
BRD-2025M11-027185,POL-7079046,05/09/2025,09/09/2025,OPEN,TPPD,London,TET,£541.01,£2543.75
BRD-2025M11-027186,POL-3969126,11/06/2025,15/06/2025,CWP,TPPD,Midlands,HPE,0.00,0.00
BRD-2025M11-027187,POL-9209171,2025-02-19,23/02/2025,CWP,TPPD,Scotland,CFM,,
BRD-2025M11-027188,POL-4920635,04/12/2024,08/12/2024,O,FI,Scotland,TMN,493.25,222.74
BRD-2025M11-027189,POL-1508350,06/10/2025,02/11/2025,C,TPBI,North,HJE,3124.89,-
BRD-2025M11-027190,POL-2292775,07/09/2024,07/09/2024,C,TH,Midlands,NJF,£1087.94,0.00
BRD-2025M11-027191,POL-7616387,19-Jun-25,23/06/2025,O,AD,London,LNJ,24.49,£437.59
BRD-2025M11-027192,POL-3905601,30/08/2025,02/09/2025,OPEN,WS,South,AGP,509.88,£853.35
BRD-2025M11-027193,POL-3780812,25/09/2024,26/09/2024,C,WS,South,KHS,£886.32,
BRD-2025M11-027194,POL-1449654,02/06/2025,02/06/2025,C,AD,South,WMN,1936.32,
BRD-2025M11-027195,POL-7984826,04/01/2025,13/01/2025,C ,WS,London,SSF,483.42,
BRD-2025M11-027196,POL-5514902,01/05/2025,10/05/2025,C ,AD,Scotland,NBM,£1599.72,0.00
BRD-2025M11-027197,POL-1153823,18/06/2025,02/07/2025,C,AD,South,SRJ,£7235.79,0.00
BRD-2025M11-027198,POL-1038622,09/02/2025,17/02/2025,C ,WS,North,PML,2245.56,
BRD-2025M11-027199,POL-2318193,24/10/2024,11/11/2024,C,TPBI,London,RWF,£3299.64,
BRD-2025M11-027200,POL-9077433,03/06/2025,03/06/2025,RO,AD,London,SSB,425.12,1177.14
BRD-2025M11-027201,POL-4936614,11-Mar-25,12/03/2025,C,TPBI,South,SCT,£8066.99,
BRD-2025M11-027202,POL-3605634,13-Jul-25,14/07/2025,C ,TPPD,London,EBW,£2494.47,0.00
BRD-2025M11-027203,POL-5955571,19/08/2025,23/08/2025,O,TPPD,South,LAC,197.14,260.45
BRD-2025M11-027204,POL-1189809,25/04/2025,22/06/2025,O,AD,London,LSH,1431.25,£1350.09
BRD-2025M11-027205,POL-6894644,15/09/2025,17/09/2025,CWP,TPBI,Scotland,MRH,,0.00
BRD-2025M11-027206,POL-7493279,05/11/2024,09/11/2024,OPEN,TPPD,Scotland,FFP,1275.92,£619.22
BRD-2025M11-027207,POL-8242929,14/03/2025,19/03/2025,C,AD,Scotland,NPH,17741.28,-
BRD-2025M11-027208,POL-4464863,10/08/2025,29/08/2025,O,TH,South,DCH,543.95,721.59
BRD-2025M11-027209,POL-8522561,24-Jul-25,13/09/2025,O,AD,North,BDB,£372.54,£1903.36
BRD-2025M11-027210,POL-1582723,2025-09-16,26/09/2025,closed,AD,London,LCW,(141.21),-
BRD-2025M11-027211,POL-1959568,22/10/2024,31/10/2024,closed,WS,South,MSS,£1340.25,
BRD-2025M11-027212,POL-2053738,09/09/2025,14/09/2025,closed,AD,Scotland,ELW,130.52,
BRD-2025M11-027213,POL-2771604,08/11/2024,09/11/2024,O,AD,London,SPM,£291.55,£727.43
BRD-2025M11-027214,POL-4810186,16/01/2025,18/01/2025,O,AD,North,GTC,£194.21,961.25
BRD-2025M11-027215,POL-4573202,15/09/2024,19/09/2024,C,AD,North,DJT,4047.70,0.00
BRD-2025M11-027216,POL-4677766,01/11/2025,27/11/2025,C,AD,Scotland,CCN,(504.40),
BRD-2025M11-027217,POL-6861504,30/11/2025,30/11/2025,CWP,AD,North,WBC,,0.00
BRD-2025M11-027218,POL-5589480,28/09/2025,26/11/2025,o,AD,South,HLT,246.66,£555.61
BRD-2025M11-027219,POL-8494703,02/07/2025,13/07/2025,o,AD,South,CNN,£235.21,£799.44
BRD-2025M11-027220,POL-2080350,04/10/2025,06/10/2025,O,TH,London,SWR,£1326.53,£1240.22
