ClaimRef,PolicyNo,LossDate,ReportDate,Status,PerilCode,Region,Handler,PaidGBP,OutstandingGBP
BRD-2025M12-025923,POL-6118937,04/07/2024,18/07/2024,C,FI,North,JWW,3935.96,0.00
BRD-2025M12-025924,POL-5130294,29/12/2025,31/12/2025,closed,TH,South,HKF,£2241.86,0.00
BRD-2025M12-025925,POL-8857490,30/03/2025,02/04/2025,C,WS,North,LWA,1074.62,
BRD-2025M12-025926,POL-2686315,2024-11-10,13/11/2024,o,AD,South,WGK,£1098.92,476.51
BRD-2025M12-025927,POL-6227442,15/11/2025,15/11/2025,C,WS,North,TTT,£2590.23,-
BRD-2025M12-025928,POL-6504553,15/07/2025,20/08/2025,O,TPPD,Midlands,ECS,£201.82,£549.76
BRD-2025M12-025929,POL-8069424,24/12/2024,26/01/2025,C,TPBI,London,RRK,1645.24,
BRD-2025M12-025930,POL-8898872,26/10/2025,01/11/2025,CWP,TPBI,London,NJS,,-
BRD-2025M12-025931,POL-6704700,11/08/2025,20/08/2025,C,TPPD,South,GKH,636.37,0.00
BRD-2025M12-025932,POL-9203735,11/11/2025,20/11/2025,C,TPPD,London,LGT,9990.51,
BRD-2025M12-025933,POL-4509348,14/10/2024,22/10/2024,C,TPPD,North,KPB,£546.46,0.00
BRD-2025M12-025934,POL-5463046,14/08/2025,14/08/2025,OPEN,TPPD,London,DAB,£183.02,253.84
BRD-2025M12-025935,POL-1632063,23/10/2025,23/10/2025,o,AD,South,GST,£1313.15,2264.27
BRD-2025M12-025936,POL-7833206,11/10/2025,23/10/2025,CWP,TH,London,BKJ,,0.00
BRD-2025M12-025937,POL-9555129,26/12/2024,05/01/2025,closed,TPPD,London,NLW,4068.22,-
BRD-2025M12-025938,POL-1980446,18-Jul-25,27/07/2025,CWP,AD,London,BTP,0.00,0.00
BRD-2025M12-025939,POL-5175368,2025-09-19,24/09/2025,RO,TH,London,ECP,2602.43,£9230.04
BRD-2025M12-025940,POL-8167525,06/10/2025,15/10/2025,closed,TPPD,London,GAL,4971.29,-
BRD-2025M12-025941,POL-4028417,18/12/2025,23/12/2025,CWP,AD,Midlands,EMP,0.00,
BRD-2025M12-025942,POL-3622052,18/10/2025,27/10/2025,OPEN,TPPD,South,WLF,691.01,£454.12
BRD-2025M12-025943,POL-4090734,15/12/2025,31/12/2025,C,AD,Midlands,GDA,£3974.51,-
BRD-2025M12-025944,POL-6930912,17/11/2025,18/11/2025,RO,TH,Scotland,JFD,£426.57,£235.64
BRD-2025M12-025945,POL-3781363,21/07/2025,01/08/2025,C,TPPD,London,SGF,£2285.25,0.00
BRD-2025M12-025946,POL-6758265,2025-10-02,07/10/2025,closed,WS,London,WMJ,£2337.40,
BRD-2025M12-025947,POL-7357664,08/11/2025,12/11/2025,C,WS,South,MEH,£830.81,0.00
BRD-2025M12-025948,POL-8167708,09-Jun-25,09/06/2025,closed,TPPD,Midlands,KFK,3223.75,
BRD-2025M12-025949,POL-3696076,23/03/2025,24/03/2025,C,AD,Scotland,GBD,£2002.66,-
BRD-2025M12-025950,POL-4032537,12/11/2025,14/11/2025,RO,TPPD,London,GBG,£432.17,2326.36
BRD-2025M12-025951,POL-6413350,26/08/2025,10/09/2025,C,AD,Midlands,WKW,£3326.38,-
BRD-2025M12-025952,POL-2721784,21-Mar-25,02/04/2025,O,TH,Midlands,CJH,672.21,323.05
BRD-2025M12-025953,POL-3237214,2025-10-23,23/10/2025,O,AD,London,ACR,£600.22,£462.90
BRD-2025M12-025954,POL-5643926,07/09/2024,09/09/2024,closed,AD,Scotland,WSG,3079.08,
BRD-2025M12-025955,POL-6856205,2025-10-03,18/11/2025,C,FI,London,PGN,£2730.91,-
BRD-2025M12-025956,POL-5986269,05/10/2025,18/10/2025,C,AD,North,JRD,626.22,0.00
BRD-2025M12-025957,POL-6326677,15/10/2025,17/11/2025,CWP,TPBI,North,MFP,-,-
BRD-2025M12-025958,POL-3889516,07/09/2025,14/09/2025,closed,TPPD,London,RSB,594.95,0.00
BRD-2025M12-025959,POL-4413539,29/08/2025,26/11/2025,C,AD,South,LGL,2023.43,0.00
BRD-2025M12-025960,POL-3863302,03/09/2025,23/09/2025,C,TPPD,South,SEK,6317.80,-
BRD-2025M12-025961,POL-8990041,2025-04-09,17/04/2025,C,AD,Midlands,BAA,372.20,0.00
BRD-2025M12-025962,POL-5585516,08/06/2025,13/06/2025,C,AD,South,MLJ,2316.40,0.00
BRD-2025M12-025963,POL-6400497,28/08/2025,01/09/2025,C,AD,North,CLH,£98.93,
BRD-2025M12-025964,POL-4310191,16/07/2025,20/07/2025,C,FI,London,EPW,2165.28,
BRD-2025M12-025965,POL-4678755,28/09/2025,25/11/2025,O,FI,London,NLA,£192.58,£469.69
BRD-2025M12-025966,POL-7255948,27/03/2025,06/04/2025,O,AD,London,WHM,£103.98,914.44
BRD-2025M12-025967,POL-3743533,2025-12-08,22/12/2025,OPEN,TPPD,Midlands,MCT,287.49,£472.21
BRD-2025M12-025967,POL-3743533,2025-12-08,22/12/2025,OPEN,TPPD,Midlands,MCT,287.49,£472.21
BRD-2025M12-025968,POL-7681970,10/05/2025,10/05/2025,O,AD,London,JWJ,£1958.94,£1265.97
BRD-2025M12-025969,POL-9787869,10/10/2025,17/10/2025,C,AD,South,PKT,£3281.04,
BRD-2025M12-025970,POL-4067120,04/09/2025,09/09/2025,C,TPPD,London,CKR,£1190.97,
BRD-2025M12-025971,POL-9511093,11/12/2025,20/12/2025,C,TPPD,London,KNF,5342.70,-
BRD-2025M12-025972,POL-6787735,02/05/2024,14/05/2024,C,AD,Midlands,RGD,5253.42,
BRD-2025M12-025973,POL-2725051,09/11/2025,14/11/2025,closed,TPPD,London,LCW,£3027.31,
BRD-2025M12-025974,POL-9210387,2025-03-03,10/03/2025,O,TPPD,London,NDG,£35.03,£175.78
BRD-2025M12-025975,POL-4165478,09/10/2025,25/10/2025,CWP,WS,Midlands,DAT,0.00,-
BRD-2025M12-025976,POL-9413224,02-Jul-25,02/07/2025,C,TH,Midlands,KRF,889.79,0.00
BRD-2025M12-025977,POL-7878909,27-Oct-25,31/12/2025,C,TPPD,London,ADA,19776.83,-
BRD-2025M12-025978,POL-5311159,08-Mar-25,01/04/2025,C,AD,London,CCD,1737.59,0.00
BRD-2025M12-025978,POL-5311159,08-Mar-25,01/04/2025,C,AD,London,CCD,1737.59,0.00
BRD-2025M12-025979,POL-6476925,14/03/2025,21/03/2025,O,AD,South,MPP,38.49,230.27
BRD-2025M12-025980,POL-6626409,2025-12-28,31/12/2025,C,AD,North,WHH,£557.50,-
BRD-2025M12-025981,POL-2202930,03-May-24,14/06/2024,CWP,TPPD,North,FFG,,-
BRD-2025M12-025982,POL-7660934,07/11/2025,13/11/2025,C,TPPD,North,MBH,925.16,
BRD-2025M12-025983,POL-1411249,26/11/2025,27/11/2025,C ,AD,Midlands,JHG,310.44,0.00
BRD-2025M12-025984,POL-5134640,19/10/2025,21/10/2025,C,TPPD,London,BEJ,1817.01,
BRD-2025M12-025985,POL-7651304,28/12/2024,06/02/2025,C,AD,South,FTJ,£970.64,-
BRD-2025M12-025986,POL-4397453,04/10/2025,03/11/2025,RO,TPPD,Scotland,GDP,£692.37,£1207.69
BRD-2025M12-025987,POL-2498047,07/08/2025,02/09/2025,O,TPPD,South,ASB,201.49,£619.29
BRD-2025M12-025988,POL-3117618,19/10/2025,24/10/2025,O,AD,North,CDL,1018.05,£1905.20
BRD-2025M12-025989,POL-8319740,21/04/2025,12/05/2025,O,AD,London,DEA,14936.25,£8602.21
BRD-2025M12-025990,POL-9300040,17/09/2024,22/10/2024,C,TPPD,London,RHS,£3504.35,
BRD-2025M12-025991,POL-7133430,2025-06-20,08/07/2025,C,AD,North,LPD,579.08,
BRD-2025M12-025992,POL-6086786,20/04/2025,04/05/2025,closed,WS,London,RNN,£4531.91,-
BRD-2025M12-025993,POL-1939134,03/12/2024,15/12/2024,closed,AD,London,NDL,88.73,-
BRD-2025M12-025994,POL-3450841,20/10/2025,24/10/2025,C,AD,London,STA,6916.87,-
BRD-2025M12-025995,POL-6350219,14/05/2024,17/05/2024,C ,TH,Scotland,RLR,£4324.05,
BRD-2025M12-025996,POL-9765734,03/04/2025,15/04/2025,O,AD,North,BKS,£1440.89,£891.81
BRD-2025M12-025997,POL-4274842,09/06/2025,19/06/2025,RO,AD,North,DLT,£171.31,£1007.79
BRD-2025M12-025998,POL-1038741,30/09/2025,04/10/2025,O,TPBI,Scotland,MCT,459.29,607.55
BRD-2025M12-025999,POL-3618244,14-May-25,14/05/2025,C,TPPD,London,HGT,953.18,0.00
BRD-2025M12-026000,POL-1893054,2025-07-06,20/07/2025,C,AD,Scotland,ADR,£2356.42,
BRD-2025M12-026001,POL-6409793,2025-06-16,16/07/2025,C,TPBI,South,JDL,£2675.67,
BRD-2025M12-026002,POL-7699657,17/10/2025,19/10/2025,OPEN,AD,Scotland,PSF,230.51,1596.30
BRD-2025M12-026003,POL-3554682,2025-01-24,05/02/2025,C,AD,London,EFH,£12637.41,0.00
BRD-2025M12-026004,POL-5454056,28/01/2025,31/01/2025,C,TH,Midlands,DPH,756.31,
BRD-2025M12-026005,POL-4793556,05/11/2025,21/11/2025,C,TH,London,LEH,£2049.02,0.00
BRD-2025M12-026006,POL-6406614,29/09/2025,07/10/2025,O,AD,North,GKD,£988.02,626.99
BRD-2025M12-026007,POL-8918489,02/08/2025,17/08/2025,C,TH,South,DBG,278.76,0.00
BRD-2025M12-026008,POL-5873357,21/12/2025,31/12/2025,C,AD,London,RHM,4110.71,0.00
BRD-2025M12-026009,POL-2668599,30/11/2025,25/12/2025,C,TPPD,South,HCW,£1677.13,0.00
BRD-2025M12-026010,POL-2054459,20-May-25,23/05/2025,C,TH,London,MNM,£2840.85,-
BRD-2025M12-026011,POL-9824926,31/10/2025,15/11/2025,C,TPPD,London,HKR,£22911.80,-
BRD-2025M12-026012,POL-8297969,20/05/2025,09/06/2025,C,TPPD,South,PRH,£4040.47,0.00
BRD-2025M12-026013,POL-9703978,27-Jun-25,27/06/2025,O,AD,North,RWW,118.09,1718.53
BRD-2025M12-026014,POL-8337591,08/08/2025,12/08/2025,C ,TPPD,Scotland,DRN,£766.95,0.00
BRD-2025M12-026015,POL-4897138,02/12/2024,17/12/2024,O,AD,Scotland,TMP,£332.28,761.01
BRD-2025M12-026016,POL-3303850,25/10/2025,13/11/2025,C,TPBI,London,ECM,2151.59,
BRD-2025M12-026017,POL-3883160,06/10/2025,22/10/2025,closed,AD,Midlands,HWJ,23155.90,0.00
BRD-2025M12-026018,POL-7629018,30-Oct-25,06/11/2025,C ,AD,South,LCP,£7207.12,
BRD-2025M12-026019,POL-8740521,2025-06-13,18/06/2025,C,AD,London,MMA,£1012.35,0.00
BRD-2025M12-026020,POL-6176133,20/07/2025,09/08/2025,C,TPBI,North,MHF,£1931.85,0.00
BRD-2025M12-026021,POL-7732139,04/09/2024,16/09/2024,O,TPBI,Midlands,MGP,518.99,£412.15
BRD-2025M12-026022,POL-5053444,13/05/2025,21/05/2025,C,AD,Scotland,TBF,9363.25,-
BRD-2025M12-026023,POL-6218547,13-Apr-25,17/04/2025,C,FI,Midlands,SNH,£416.70,
BRD-2025M12-026024,POL-5751794,16/11/2024,22/11/2024,O,TPPD,Midlands,EKF,14.37,£743.01
BRD-2025M12-026025,POL-1825667,09-Feb-25,17/02/2025,O,TH,Midlands,SHW,£721.27,£999.88
BRD-2025M12-026026,POL-2597172,01/08/2025,04/08/2025,O,AD,Scotland,LJK,317.10,164.51
BRD-2025M12-026027,POL-4527904,05/05/2025,07/05/2025,OPEN,AD,London,WRH,£606.51,£3936.85
BRD-2025M12-026028,POL-9582486,30/11/2025,31/12/2025,CWP,TPBI,London,BEJ,0.00,-
BRD-2025M12-026029,POL-8572578,09-Nov-24,10/11/2024,C,AD,North,ACN,£16745.33,
BRD-2025M12-026030,POL-5272832,26/11/2024,07/12/2024,O,AD,North,RBH,£467.99,£2577.86
BRD-2025M12-026031,POL-7511210,08/08/2024,08/08/2024,C,AD,South,AHN,£905.65,
BRD-2025M12-026032,POL-2347445,06/07/2025,07/07/2025,C,WS,North,NEA,2831.76,0.00
BRD-2025M12-026033,POL-4787475,17/06/2025,20/06/2025,C ,TPBI,North,ESF,£6495.25,-
BRD-2025M12-026034,POL-9793855,04/07/2025,04/07/2025,C,TPPD,London,PTA,539.12,0.00
BRD-2025M12-026035,POL-1745917,2025-07-26,03/08/2025,closed,AD,South,LLA,£1052.42,0.00
BRD-2025M12-026036,POL-3004483,15/08/2025,17/08/2025,O,AD,North,CJA,£490.98,£402.79
BRD-2025M12-026037,POL-6630735,19/11/2025,05/12/2025,O,TH,South,ERC,777.23,£1081.61
BRD-2025M12-026038,POL-8650947,14/10/2025,22/10/2025,C,TH,London,CCW,1868.06,0.00
BRD-2025M12-026039,POL-7227856,28/09/2025,07/10/2025,CWP,AD,South,CJR,0.00,-
BRD-2025M12-026040,POL-4091523,14/06/2025,15/06/2025,CWP,AD,South,AFB,,-
BRD-2025M12-026041,POL-4626199,01/03/2025,18/03/2025,OPEN,AD,London,FFE,£998.10,1537.89
BRD-2025M12-026042,POL-5145451,04/11/2025,16/11/2025,C,AD,Midlands,LWR,£5401.45,
BRD-2025M12-026043,POL-6805706,26/12/2025,29/12/2025,OPEN,TPBI,Midlands,LRH,1151.41,£3062.37
BRD-2025M12-026044,POL-4774576,03/11/2025,20/11/2025,closed,AD,Midlands,NSW,2680.25,-
BRD-2025M12-026045,POL-4803932,2025-06-27,06/07/2025,RO,AD,South,TMC,£1897.71,5848.14
BRD-2025M12-026046,POL-7197367,30/06/2025,30/06/2025,CWP,FI,London,HJS,,
BRD-2025M12-026047,POL-2747329,2025-09-10,14/11/2025,C,AD,North,RMG,£797.11,
BRD-2025M12-026048,POL-7052549,18/07/2025,09/08/2025,O,AD,Scotland,KRW,£213.84,1079.33
BRD-2025M12-026049,POL-9434087,02/08/2025,03/08/2025,C,AD,Scotland,LWC,748.30,-
BRD-2025M12-026050,POL-3546376,24/10/2025,26/10/2025,C,TPPD,Midlands,NHR,£5933.73,0.00
BRD-2025M12-026051,POL-1189418,22/05/2025,24/05/2025,C,WS,North,PEK,1594.35,0.00
BRD-2025M12-026052,POL-5356843,02/06/2025,03/06/2025,C,AD,Scotland,NML,£1873.98,
BRD-2025M12-026053,POL-6026416,2025-12-19,31/12/2025,C,TPPD,North,SKP,714.77,
BRD-2025M12-026054,POL-1743624,23/08/2025,09/09/2025,O,TPPD,South,DDM,£92.64,537.11
BRD-2025M12-026055,POL-6761780,24/02/2025,13/03/2025,C,TPPD,Midlands,HCG,£443.06,-
BRD-2025M12-026056,POL-5423460,24/07/2025,24/07/2025,RO,AD,London,BCM,1053.63,£495.13
BRD-2025M12-026057,POL-4891665,19/11/2025,30/11/2025,O,TPPD,Scotland,LED,£3779.33,£4083.28
BRD-2025M12-026058,POL-1186149,05/10/2025,06/10/2025,C,WS,Midlands,MLP,945.47,0.00
BRD-2025M12-026059,POL-8113739,2025-05-14,18/06/2025,O,FI,North,BCJ,853.12,1173.25
BRD-2025M12-026060,POL-2651760,2025-06-22,24/07/2025,O,AD,Midlands,PHN,884.07,£4783.79
BRD-2025M12-026061,POL-9504868,2025-05-04,11/05/2025,O,TPPD,Midlands,HCD,£10.13,£516.13
BRD-2025M12-026062,POL-4880567,13-Aug-25,13/08/2025,C,TH,London,DHA,6601.69,-
BRD-2025M12-026063,POL-1751657,2025-08-18,01/09/2025,C,TH,London,AEJ,£1155.99,0.00
BRD-2025M12-026064,POL-8784828,09/08/2025,14/08/2025,O,WS,North,WTN,£1524.78,2238.29
BRD-2025M12-026065,POL-9555298,11/07/2025,15/07/2025,O,AD,North,BAC,237.29,£1887.49
BRD-2025M12-026066,POL-7237562,2025-01-01,12/01/2025,C,TH,London,ENB,£134.83,
BRD-2025M12-026067,POL-6590579,27/10/2025,30/10/2025,O,TPPD,South,FGM,£71.61,£230.76
BRD-2025M12-026068,POL-4470436,14/07/2025,26/07/2025,C,AD,London,MWD,£470.01,-
BRD-2025M12-026069,POL-4556265,14/11/2024,18/11/2024,O,TPPD,North,MLA,£4088.69,4286.22
BRD-2025M12-026070,POL-8705548,07/09/2024,16/09/2024,C,TPBI,Scotland,FCB,2213.57,0.00
BRD-2025M12-026071,POL-8073585,02/08/2025,21/08/2025,C,TPPD,North,TTR,£2605.91,
BRD-2025M12-026072,POL-9201038,02/07/2025,10/07/2025,OPEN,TPPD,South,JBF,£915.92,£1162.96
BRD-2025M12-026073,POL-5827490,04/10/2025,09/10/2025,O,TPPD,South,SEK,£589.90,1190.71
BRD-2025M12-026074,POL-8709685,14/11/2024,21/11/2024,C,AD,London,BFW,£773.06,-
BRD-2025M12-026075,POL-4564078,25/09/2024,26/09/2024,C,TH,London,AED,£619.04,
BRD-2025M12-026076,POL-5255038,2025-10-19,09/11/2025,O,TPPD,North,DFW,16.49,37.96
BRD-2025M12-026077,POL-2144865,11/07/2025,10/08/2025,O,TH,South,FHT,57.40,£2568.59
BRD-2025M12-026078,POL-1061212,19/04/2024,02/05/2024,C,AD,London,ATA,4382.52,-
BRD-2025M12-026079,POL-8518487,02/12/2024,04/12/2024,OPEN,AD,Midlands,NDN,398.26,£783.58
BRD-2025M12-026080,POL-7698972,22/08/2025,25/08/2025,C ,TPPD,North,PPK,£5481.16,
BRD-2025M12-026081,POL-4569295,22/12/2024,02/01/2025,C,AD,Midlands,BSD,4134.14,
BRD-2025M12-026081,POL-4569295,22/12/2024,02/01/2025,C,AD,Midlands,BSD,4134.14,
BRD-2025M12-026082,POL-9738737,21/08/2025,26/08/2025,C,TPPD,Midlands,THL,£96.25,0.00
BRD-2025M12-026083,POL-4052305,31/01/2025,01/02/2025,closed,AD,South,MRN,£3370.22,
BRD-2025M12-026084,POL-3403944,2025-07-29,11/08/2025,O,WS,Scotland,HHJ,40.73,£2921.45
BRD-2025M12-026085,POL-6761963,2025-02-17,01/04/2025,C,AD,North,GGK,£4320.00,
BRD-2025M12-026086,POL-2731369,05/08/2025,16/08/2025,OPEN,WS,London,ADD,2479.86,£2276.31
BRD-2025M12-026087,POL-1548697,22/10/2025,24/10/2025,C,AD,South,FHL,£912.93,
BRD-2025M12-026088,POL-6725987,2025-04-01,04/05/2025,OPEN,WS,Midlands,LAB,£416.56,£9452.71
BRD-2025M12-026089,POL-6717037,25/07/2024,27/07/2024,RO,WS,London,LBG,£95.05,£308.07
BRD-2025M12-026090,POL-7050470,26/08/2025,01/09/2025,CWP,TPPD,South,ASL,,
BRD-2025M12-026091,POL-2965394,13/07/2025,27/07/2025,O,AD,Midlands,NPK,£893.05,£5179.02
BRD-2025M12-026092,POL-1870607,22/06/2025,03/07/2025,O,TPPD,London,WGS,£2037.70,£1916.69
BRD-2025M12-026093,POL-9645180,26-Jun-25,24/07/2025,O,TPPD,London,EDH,£111.80,£1050.59
BRD-2025M12-026094,POL-1494278,26-Jun-25,03/07/2025,C,TPPD,London,ENE,£8544.15,
BRD-2025M12-026095,POL-6969393,24/01/2025,02/02/2025,C,AD,South,MCN,3605.06,0.00
BRD-2025M12-026096,POL-1949016,03/11/2025,25/11/2025,C,AD,South,HPK,3639.59,-
BRD-2025M12-026097,POL-8284557,2025-03-29,02/04/2025,O,TPPD,Scotland,HMM,511.65,£4644.44
BRD-2025M12-026098,POL-5444528,13/11/2025,16/12/2025,C,TPPD,South,MDE,£2784.37,-
BRD-2025M12-026099,POL-4494497,17/03/2025,20/03/2025,C ,WS,North,FRW,634.12,
BRD-2025M12-026100,POL-2172406,2025-08-17,28/08/2025,O,AD,London,TJH,2429.84,£1716.15
BRD-2025M12-026101,POL-4501580,03/11/2025,18/11/2025,C,AD,London,ADJ,£2934.79,0.00
BRD-2025M12-026102,POL-6638007,11/03/2025,14/03/2025,o,TPBI,London,RHS,£103.92,£57.06
BRD-2025M12-026103,POL-6573324,04/01/2025,04/01/2025,C,TPPD,London,TNR,£991.50,0.00
BRD-2025M12-026104,POL-4046159,30/09/2025,14/10/2025,O,TH,South,WMW,£23.06,68.39
BRD-2025M12-026105,POL-9851438,2025-10-26,26/10/2025,C,TPPD,Midlands,LKT,£376.13,-
BRD-2025M12-026106,POL-7646940,03-May-25,11/05/2025,C,TPPD,Midlands,APM,£2298.41,
BRD-2025M12-026107,POL-9698507,15/12/2024,17/12/2024,C,TH,London,RSD,£1142.46,-
BRD-2025M12-026108,POL-9618633,28/08/2025,25/09/2025,O,AD,Scotland,SPH,£117.30,£1094.62
BRD-2025M12-026109,POL-6720540,2025-06-26,06/07/2025,C,TPPD,South,KWR,465.98,-
BRD-2025M12-026110,POL-1637904,23/09/2025,30/09/2025,C,WS,South,KWA,3535.07,0.00
BRD-2025M12-026111,POL-8592072,2024-11-24,24/11/2024,C ,AD,Scotland,WDM,£10080.66,0.00
BRD-2025M12-026112,POL-3995173,2025-11-13,18/11/2025,C,WS,South,BTE,£4086.38,
BRD-2025M12-026113,POL-8271347,06/12/2024,03/01/2025,O,AD,London,LGN,£51.84,367.98
BRD-2025M12-026114,POL-1978902,01/08/2025,22/08/2025,C,FI,North,HSW,1055.12,0.00
BRD-2025M12-026115,POL-3801139,24/02/2025,26/03/2025,closed,TPBI,South,LCS,2073.92,
BRD-2025M12-026116,POL-2961282,2025-04-22,26/04/2025,CWP,TPBI,North,DEP,-,0.00
BRD-2025M12-026117,POL-8196899,26/11/2025,30/11/2025,o,AD,London,MCT,£364.54,£416.05
BRD-2025M12-026118,POL-5356717,2025-09-30,07/10/2025,O,TH,Scotland,MMN,393.08,955.23
BRD-2025M12-026119,POL-3113553,2024-10-28,19/11/2024,closed,AD,London,LDP,£1393.15,0.00
BRD-2025M12-026120,POL-6367315,26/09/2025,26/09/2025,O,AD,South,SBG,434.63,£276.07
BRD-2025M12-026121,POL-6737961,20/12/2025,26/12/2025,O,WS,London,TPT,£1325.15,£3119.52
BRD-2025M12-026122,POL-5173266,15/11/2025,15/11/2025,CWP,TH,South,LSG,0.00,-
BRD-2025M12-026123,POL-7119143,12/11/2025,12/11/2025,closed,WS,Scotland,KAP,1720.86,0.00
BRD-2025M12-026124,POL-4609407,2025-11-16,20/11/2025,O,TPPD,South,HLK,431.97,558.17
BRD-2025M12-026125,POL-1911680,23/07/2025,23/07/2025,CWP,TPBI,Midlands,SJH,0.00,
BRD-2025M12-026125,POL-1911680,23/07/2025,23/07/2025,CWP,TPBI,Midlands,SJH,0.00,
BRD-2025M12-026126,POL-4869405,2025-10-25,30/10/2025,closed,FI,London,EBC,655.64,
BRD-2025M12-026127,POL-5930880,2025-06-04,09/06/2025,OPEN,TPBI,South,BFF,£5.40,£241.45
BRD-2025M12-026128,POL-1257038,10/12/2025,16/12/2025,closed,AD,South,FKM,846.16,0.00
BRD-2025M12-026129,POL-5070262,03/04/2025,14/05/2025,C,TPBI,North,ESJ,2661.33,-
BRD-2025M12-026130,POL-4325651,19/06/2025,04/07/2025,RO,WS,London,NLG,996.03,432.09
BRD-2025M12-026131,POL-8302707,25/07/2025,25/07/2025,CWP,AD,Midlands,TEN,-,0.00
BRD-2025M12-026132,POL-8397255,14/07/2025,09/08/2025,C,TPPD,North,EPT,£453.80,
BRD-2025M12-026133,POL-4256157,17/10/2024,19/10/2024,C,TPBI,South,AAR,1385.17,
BRD-2025M12-026134,POL-8237089,11/09/2025,15/10/2025,C,TH,London,MTM,£941.04,
BRD-2025M12-026135,POL-1444926,18-Dec-25,26/12/2025,C,TPPD,Midlands,CFA,£451.24,
BRD-2025M12-026136,POL-1962059,07/10/2025,18/10/2025,C,AD,London,TMW,£1206.50,
BRD-2025M12-026137,POL-6109364,19-Oct-24,22/10/2024,C,TPBI,London,KTN,£939.18,0.00
BRD-2025M12-026138,POL-6033244,28-Nov-25,08/12/2025,O,AD,Midlands,BJR,3933.73,1833.49
BRD-2025M12-026139,POL-7977570,29/09/2025,04/10/2025,O,WS,North,EPB,£190.92,£393.76
BRD-2025M12-026140,POL-2765709,16/12/2025,31/12/2025,O,AD,London,WTH,£450.35,£413.39
BRD-2025M12-026141,POL-6887754,15/01/2025,23/01/2025,C,WS,Scotland,NBH,£983.48,-
BRD-2025M12-026142,POL-9553139,06/05/2024,12/05/2024,O,TH,North,ELD,£1130.30,£495.55
BRD-2025M12-026143,POL-6088942,2024-12-21,11/01/2025,CWP,TPBI,South,BSB,,-
BRD-2025M12-026144,POL-9103617,16/11/2025,17/11/2025,C,AD,South,SNN,£3214.28,0.00
BRD-2025M12-026145,POL-1484090,26/09/2025,01/10/2025,closed,TPPD,North,WNP,£4074.45,-
BRD-2025M12-026146,POL-4382724,11/10/2025,16/10/2025,CWP,AD,South,PEB,0.00,-
BRD-2025M12-026147,POL-7131730,27/06/2025,10/07/2025,C,TPPD,South,LNH,£1081.89,-
BRD-2025M12-026148,POL-5852513,2025-10-21,16/11/2025,CWP,TPPD,Scotland,BNS,0.00,-
BRD-2025M12-026149,POL-2298231,08/04/2025,13/04/2025,closed,AD,Scotland,MDD,792.07,0.00
BRD-2025M12-026150,POL-1320469,24/06/2025,15/08/2025,C,WS,South,WFA,£430.16,-
BRD-2025M12-026151,POL-7721029,2025-12-21,27/12/2025,O,TPPD,London,DGM,£214.69,£193.01
BRD-2025M12-026152,POL-6074227,23/08/2025,25/08/2025,RO,AD,Midlands,LRR,387.30,£706.11
BRD-2025M12-026153,POL-6840425,17/11/2025,07/12/2025,O,AD,London,RPC,£1261.86,£1007.43
BRD-2025M12-026154,POL-1476350,12/12/2025,13/12/2025,OPEN,TH,South,FPK,£2485.06,1709.62
BRD-2025M12-026155,POL-7062658,12/09/2025,17/09/2025,O,AD,Midlands,JJD,300.66,£3759.32
BRD-2025M12-026156,POL-9247022,02-Sep-25,05/09/2025,CWP,AD,London,FLA,-,
BRD-2025M12-026157,POL-4560968,17/09/2025,16/11/2025,closed,AD,Midlands,CBF,£375.70,0.00
BRD-2025M12-026158,POL-3238104,2025-12-01,15/12/2025,O,WS,Scotland,HJN,467.10,472.60
BRD-2025M12-026159,POL-7644299,06/04/2025,11/04/2025,C,TPPD,London,WMJ,£351.25,-
BRD-2025M12-026160,POL-1861803,2025-12-02,10/12/2025,C,WS,South,ANN,£2787.23,
BRD-2025M12-026161,POL-3345031,04/04/2025,05/04/2025,C,AD,London,FPJ,£2415.51,-
BRD-2025M12-026162,POL-5081494,14-Feb-25,26/02/2025,O,AD,Scotland,CPG,358.56,1101.33
BRD-2025M12-026163,POL-8734026,2024-12-08,10/12/2024,O,FI,South,ABC,£2494.61,£5644.40
BRD-2025M12-026164,POL-8643457,12/05/2025,12/05/2025,C,TH,London,RPA,£913.14,0.00
BRD-2025M12-026165,POL-4815280,18/12/2025,31/12/2025,C,AD,South,FKW,3384.90,0.00
BRD-2025M12-026166,POL-1820225,02/10/2025,04/10/2025,C,AD,Midlands,SGG,£2648.45,
BRD-2025M12-026167,POL-8497508,11/05/2024,16/06/2024,CWP,TPPD,London,RND,,-
BRD-2025M12-026168,POL-8028551,2025-06-21,24/06/2025,C,TPPD,South,GSH,£2048.50,0.00
BRD-2025M12-026169,POL-2608755,2025-04-07,15/04/2025,closed,AD,London,NMF,£1586.78,0.00
BRD-2025M12-026170,POL-2405987,11/10/2025,22/10/2025,C ,WS,South,TGF,£270.67,
BRD-2025M12-026171,POL-3521501,27/10/2024,30/10/2024,C,AD,Midlands,NBD,£1385.56,0.00
BRD-2025M12-026172,POL-2319742,11/06/2025,30/06/2025,O,AD,Midlands,KMJ,3444.11,1579.42
BRD-2025M12-026173,POL-2552827,03/10/2025,11/10/2025,C,AD,Midlands,LEJ,£1752.13,
BRD-2025M12-026174,POL-2362152,13/05/2025,13/05/2025,C,TPPD,Scotland,KJD,£3854.49,0.00
